"start_date","end_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","adjusted_orders","adjusted_orders_rate","total_canceled_orders","total_canceled_orders_rate","avoidable_canceled_orders","avoidable_canceled_orders_rate","gross_subtotal_sales","adjusted_subtotal_sales","total_canceled_orders_subtotal_sales","avoidable_canceled_orders_subtotal_sales","subtotal_sales_after_adjustments_and_cancels","new_customer_orders","new_customer_orders_rate","gh_plus_customer_orders","gh_plus_customer_orders_rate","pick_up_orders","self_delivery_orders","grubhub_delivery_orders","avg_driver_time_at_store","avg_avoidable_driver_wait_time","avg_delivery_route_time","avg_order_to_delivery_time","ratings_all","ratings_5_stars","ratings_4_stars","ratings_3_stars","ratings_2_stars","ratings_1_star","reviews"
"2025-09-22","2025-10-05","2443867",,"Mary's Breakfast Burritos","59 4th Ave ","New York","NY","10003","1","0",,"0",,"0",,"24.98","0.00","0.00","0.00","24.98","0",,"0",,"0","0","1","00:02:00.000","00:00:00.000","00:24:00.000",,"1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","9819600","854 N Broadway","Finger Lickin Fried Chicken","854 N Broadway  ","White Plains","NY","10603","2","0",,"0",,"0",,"35.65","0.00","0.00","0.00","35.65","2","1.000","2","1.000","0","0","2","00:00:30.000","00:00:00.000","00:19:30.000","00:33:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2772855",,"Bosscat Cheesesteaks (1st Ave)","1741 1st Ave  ","New York","NY","10128","2","0",,"0",,"0",,"46.94","0.00","0.00","0.00","46.94","1","0.500","2","1.000","0","0","2","00:07:30.000","00:00:00.000","00:11:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2964271",,"Planet Earth Salad","28501 Hoover Rd  ","Warren","MI","48093","6","0",,"0",,"0",,"118.41","0.00","0.00","0.00","118.41","3","0.500","6","1.000","0","0","6","00:02:00.000","00:01:15.000","00:21:45.000","00:35:45.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","10363736","Polk St","Blake's Dessert Lounge","1338 Polk St  ","San Francisco","CA","94109","1","0",,"0",,"0",,"26.97","0.00","0.00","0.00","26.97","1","1.000","0",,"0","0","1","00:04:00.000","00:04:00.000","00:29:00.000","00:50:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3301216","9th Ave","The Pastrami Bar","468 9th Ave  ","New York","NY","10018","1","0",,"0",,"0",,"21.97","0.00","0.00","0.00","21.97","1","1.000","1","1.000","0","0","1","00:06:00.000","00:00:00.000","00:32:00.000","00:46:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3326398","W 34th st","Heaven's Burgers","433 W 34th St  ","New York","NY","10001","2","0",,"0",,"0",,"52.95","0.00","0.00","0.00","52.95","0",,"2","1.000","0","0","2","00:05:00.000","00:00:00.000","00:09:00.000","00:23:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","6893552","Cozumel Gourmet Deli (Deli & Grocery) - 877 10th Ave","Evan's Burger Empire","877 10th Ave  ","New York","NY","10019","1","0",,"1","1.000","1","1.000","15.18","0.00","-15.18","-15.18","0.00","0",,"1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","3300891","Hillside Ave","Penny's Pancakes","164-01 Hillside Avenue  ","Jamaica","NY","11432","4","0",,"0",,"0",,"101.89","0.00","0.00","0.00","101.89","3","0.750","2","0.500","0","0","4","00:02:00.000","00:01:00.000","00:14:15.000","00:36:15.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","9843632","2909A Queens Plaza N","Amore Pasta Ristorante","2909 Queens Plaza N  ","Long Island City","NY","11101","2","0",,"1","0.500","1","0.500","33.25","0.00","-14.69","-14.69","18.56","0",,"2","1.000","0","0","2","00:10:00.000","00:10:00.000","00:14:00.000","01:05:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","8564408",,"Suzanne's Sub sandwich","5423 2nd Ave  ","Brooklyn","NY","11220","1","0",,"0",,"0",,"22.37","0.00","0.00","0.00","22.37","0",,"1","1.000","0","0","1","00:12:00.000","00:00:00.000","00:27:00.000","00:54:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","9815016","3907 Lee Hwy","Top Notch Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","1","0",,"0",,"0",,"20.37","0.00","0.00","0.00","20.37","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:12:00.000","00:35:00.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","8568824",,"Nakamura Ramen House","13011 W Greenway Rd  ","El Mirage","AZ","85335","2","0",,"0",,"0",,"45.46","0.00","0.00","0.00","45.46","1","0.500","1","0.500","0","0","2","00:01:00.000","00:00:00.000","00:08:00.000","00:16:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2741495",,"Sarah's Breakfast Bar","1760 3rd Ave  ","New York","NY","10029","5","0",,"0",,"0",,"138.79","0.00","0.00","0.00","138.79","3","0.600","3","0.600","0","0","5","00:07:24.000","00:04:36.000","00:05:00.000","00:23:24.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","10559376","EASTERN AVE","Luke's Breakfast Club","7825 Eastern Ave NW  ","Silver Spring","MD","20910","3","0",,"1","0.333","1","0.333","46.85","0.00","-13.99","-13.99","32.86","2","0.667","3","1.000","0","0","3","00:01:30.000","00:01:30.000","00:11:30.000","01:02:30.000","1","1","0","0","0","0","0"
"2025-09-22","2025-10-05","4518808","1741 1st Avenue","Jen's Burger Blaze","1741 1st Ave.  ","New York","NY","10128","1","0",,"1","1.000","1","1.000","15.67","0.00","-15.67","-15.67","0.00","1","1.000","0",,"0","0","1",,,,,"0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","2382052",,"The Burrito Snob","4352 E Speedway Blvd ","Tucson","AZ","85712","2","0",,"0",,"0",,"37.93","0.00","0.00","0.00","37.93","1","0.500","2","1.000","0","0","2","00:04:00.000","00:02:30.000","00:18:30.000","00:33:00.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","1939835",,"Heavens Chicken Wings","589 1st Avenue ","New York","NY","10016","2","0",,"0",,"0",,"41.96","0.00","0.00","0.00","41.96","1","0.500","2","1.000","0","0","2","00:05:30.000","00:03:30.000","00:07:00.000","00:31:30.000","0","0","0","0","0","0","0"
"2025-09-22","2025-10-05","7101064","Pizza Zone","Amore Pasta Ristorante","3618 N Pennsylvania Ave  ","Oklahoma City","OK","73112","1","0",,"0",,"0",,"23.86","0.00","0.00","0.00","23.86","1","1.000","1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:22:00.000","00:54:00.000","0","0","0","0","0","0","0"
