"menu_item_category_name","menu_item_name","quantity_sold","item_sales","total_orders","new_customer_quantity_sold","new_customer_item_sales","new_customer_orders","loyal_customer_quantity_sold","loyal_customer_item_sales","loyal_customer_orders"
"Sides","Homemade Granola and Yogurt Parfait","1","10.99","1","1","10.99","1","0","0.00","0"
"Fresh Pasta Bowls","Sausage and Peppers Pasta","1","24.48","1","1","24.48","1","0","0.00","0"
"Fresh Squeezed Juice Bar","Stress Booster Juice","1","8.58","1","0","0.00","0","0","0.00","0"
"Fresh Smoothies","Green Monster Smoothie","1","11.38","1","0","0.00","0","0","0.00","0"
"Chef's Famous Wraps","Healthy Wrap","2","39.56","1","0","0.00","0","0","0.00","0"
"Griddle Bar","The Challah French Toast","1","7.08","1","0","0.00","0","0","0.00","0"
"Mediterranean Bowls","Chicken & Lamb Gyro Bowl","1","18.19","1","0","0.00","0","0","0.00","0"
"The Fried Rice","Yangzhou Fried Rice","1","16.79","1","0","0.00","0","0","0.00","0"
"Cheesy Quesadillas","Veggie Quesadilla","2","27.98","1","0","0.00","0","0","0.00","0"
"Catering","Catering - Tiramisu","1","6.99","1","0","0.00","0","0","0.00","0"
"Amazing Wraps","Chicken Kabob Wrap","2","49.96","1","0","0.00","0","0","0.00","0"
"Drinks","20 Oz Canada Dry Seltzer Water","1","2.09","1","1","2.09","1","0","0.00","0"
"Juice Bar","The Skin Problems Juice","1","9.89","1","0","0.00","0","0","0.00","0"
"Pancake Place","French Toast & Sausage","1","11.89","1","0","0.00","0","0","0.00","0"
"Quest for Quesadillas","Chicken Quesadilla","1","12.99","1","1","12.99","1","0","0.00","0"
"Fresh Made Bowls & Ramen","Teriyaki Chicken Bowl","1","11.99","1","1","11.99","1","0","0.00","0"
"Essential Burgers","Mushroom Swiss Burger","2","40.54","1","2","40.54","1","0","0.00","0"
"Breakfast Bagels","Greek Egg Bagel","1","6.39","1","1","6.39","1","0","0.00","0"
"Omelette Bar","Western Omelette","1","7.79","1","0","0.00","0","0","0.00","0"
"Bagel Bar","Bagel with Your Choice of Spread","4","48.17","2","4","48.17","2","0","0.00","0"
"Chilled Refreshing Drinks","Iced Teas","1","15.38","1","1","15.38","1","0","0.00","0"
"Pancake Bar","Oreo Pancakes","1","18.18","1","0","0.00","0","0","0.00","0"
"The Desserts","The Cheesecake","5","31.95","3","1","6.39","1","0","0.00","0"
"Smoothie Bar","The Super Protein Smoothie","1","14.99","1","0","0.00","0","0","0.00","0"
"Sweet Griddle Favorites","Nutella Pancakes","1","12.59","1","1","12.59","1","0","0.00","0"
"The Sides","Mozzarella Sticks","5","49.95","5","3","31.67","3","0","0.00","0"
"Deli Favorites","Philly Cheesesteak Sandwich","3","39.85","2","2","28.96","1","0","0.00","0"
"Noodles & Rice","Szechwan Dan Dan Noodle","1","15.39","1","1","15.39","1","0","0.00","0"
"Cheesy Quesadillas","Steak Quesadilla","8","111.92","6","7","97.93","5","0","0.00","0"
"Fresh Pasta Bowls","Pasta Carbonara","1","16.79","1","1","16.79","1","0","0.00","0"
"Sides","Creamy Ranch","1","1.99","1","1","1.99","1","0","0.00","0"
"Breakfast Specials","Sausage, Egg, & Cheese Roll","4","44.36","4","3","33.27","3","0","0.00","0"
"The Cheesesteaks","Bacon Philly Cheesesteak","2","29.58","2","0","0.00","0","0","0.00","0"
"Sides","Noodle Side","1","5.59","1","1","5.59","1","0","0.00","0"
"Side Orders","Turkey Sausage","1","8.99","1","1","8.99","1","0","0.00","0"
"The Excellence of Platters","The Combo Chicken and Lamb Gyro Platter","1","16.89","1","0","0.00","0","0","0.00","0"
"Mouthwatering Cheesesteaks","The Mexican Cheesesteak Sandwich","2","46.94","2","1","17.98","1","0","0.00","0"
"Small Bites","Mixed Fruit Cup","2","16.98","1","0","0.00","0","0","0.00","0"
"Breakfast Sides","Toasted Bagel with Cream Cheese","1","5.59","1","1","5.59","1","0","0.00","0"
"The Sides","Buffalo Wings","1","29.48","1","0","0.00","0","0","0.00","0"
"Crispy Chicken","Chicken Nuggets","1","12.05","1","0","0.00","0","1","12.05","1"
"Anytime Wraps","Sicilian Chicken Wrap","4","74.06","3","0","0.00","0","1","15.57","1"
"Pancake Place","Pancakes, Eggs, Bacon & Sausage","1","14.69","1","0","0.00","0","0","0.00","0"
"Signature Smash Burgers","Pico De Gallo and Guac Smashburger","1","18.88","1","1","18.88","1","0","0.00","0"
"Charlie's Sides","Onion Rings","1","6.99","1","0","0.00","0","0","0.00","0"
"Italian Pasta Bar","Pink Sauce Penne with Sausage","1","18.19","1","0","0.00","0","0","0.00","0"
"Breakfast From Out Griddle","Golden Brown Pancakes ","2","20.50","2","2","20.50","2","0","0.00","0"
"Deli Sandwich Favorites","Tuna Salad Hero","1","8.89","1","0","0.00","0","0","0.00","0"
"Quesadilla Bar","The Steak Quesadilla","1","15.67","1","0","0.00","0","0","0.00","0"
"Drinks","Soda Bottle (20 oz)","1","3.59","1","1","3.59","1","0","0.00","0"
"Famous Pancakes","Blueberry Pancakes (3 Stack)","1","12.69","1","1","12.69","1","0","0.00","0"
"Italian Pasta Bar","Linguine Alfredo","1","12.59","1","1","12.59","1","0","0.00","0"
"Wings","Classic Wings","1","19.58","1","0","0.00","0","1","19.58","1"
"Sides","Tempura Shrimp (3 Pcs)","2","13.98","1","2","13.98","1","0","0.00","0"
"Drinks","Juice","1","4.99","1","1","4.99","1","0","0.00","0"
"Hors d'Oeuvres","Garlic Bread","1","3.49","1","1","3.49","1","0","0.00","0"
"Mac & Cheese Bar","Mac n' Cheese & Fried Chicken","1","14.99","1","1","14.99","1","0","0.00","0"
"Fresh Omelettes","Healthy Omelette","1","13.94","1","1","13.94","1","0","0.00","0"
"Ice Cream","Chocolate Ice Cream","1","4.99","1","0","0.00","0","1","4.99","1"
"Hand-Crafted Pizzas","Italian Sausage & Peppers Pizza","1","33.58","1","0","0.00","0","0","0.00","0"
"Crispy Chicken Sandwiches","Mediterranean Crispy Chicken Sandwich","1","25.18","1","1","25.18","1","0","0.00","0"
"Sandwich Bar","The Italian Sub","1","17.48","1","1","17.48","1","0","0.00","0"
"Juice Bar","Energy Boost Juice","1","6.99","1","0","0.00","0","0","0.00","0"
"The Pasta Bowl","Spinach and Ricotta Fettuccine","1","19.59","1","1","19.59","1","0","0.00","0"
"Chix Sandwiches","Cowboy Chicken Sandwich","1","12.59","1","1","12.59","1","0","0.00","0"
"Açaí Smoothies","Super Protein Açaí","1","11.29","1","0","0.00","0","0","0.00","0"
"The Flavored Wings","Blue Cheese Wings","1","22.58","1","1","22.58","1","0","0.00","0"
"Buttermilk Pancakes","Buttermilk Pancakes with Bacon","1","21.48","1","1","21.48","1","0","0.00","0"
"Buttermilk Pancakes","3 Classic Buttermilk Pancakes","1","10.19","1","1","10.19","1","0","0.00","0"
"Specialty Desserts","Chocolate Pudding","1","4.59","1","1","4.59","1","0","0.00","0"
"Beverages","Snapple","1","3.19","1","0","0.00","0","0","0.00","0"
"Omelette Bar","Vegetable Provolone Omelette","1","8.49","1","0","0.00","0","0","0.00","0"
"Charlie's Chicken","Chicken Wings","1","27.68","1","0","0.00","0","1","27.68","1"
"Hero Sandwiches","Chicken Cutlet Parmigiana Hero","1","19.17","1","1","19.17","1","0","0.00","0"
"Appetizers","Curly Fries","4","31.95","4","1","12.78","1","0","0.00","0"
"Vegetarian Handhelds","Veggie Panini","1","17.99","1","1","17.99","1","0","0.00","0"
"Breakfast Sandwiches","Scrambled Eggs & Bacon Breakfast Sandwich","4","47.63","3","3","31.86","2","0","0.00","0"
"Small Bites","Scallion Pancakes","1","13.99","1","1","13.99","1","0","0.00","0"
"Loaded Cheesesteaks","Original Philly Cheesesteak","3","50.37","3","0","0.00","0","0","0.00","0"
"Dessert Bar ","Nutella Cheesecake ","1","10.99","1","1","10.99","1","0","0.00","0"
"Breakfast Drinks","Hot Coffee","1","2.98","1","0","0.00","0","0","0.00","0"
"Appetizers","Chicken Fingers","2","19.58","2","2","19.58","2","0","0.00","0"
"Meal-On-The Go- Breakfast Wraps","French Onion Breakfast Wrap","1","9.79","1","0","0.00","0","0","0.00","0"
"Beverages","Canned Soda ","8","17.52","7","0","0.00","0","8","17.52","7"
"Beverages","20 oz. Soda ","1","3.59","1","1","3.59","1","0","0.00","0"
"Vegetarian Handhelds","Veggie Burger Classic","3","25.17","3","0","0.00","0","3","25.17","3"
"Small Bites","Fried Pickles","1","8.39","1","1","8.39","1","0","0.00","0"
"Small Bites","Tempura Shrimp (3 Pcs)","1","7.09","1","0","0.00","0","0","0.00","0"
"Sides","Egg","4","8.36","3","1","2.09","1","0","0.00","0"
"Classic Breakfast Platters","Sweet Breakfast À La Carte","3","32.16","3","2","16.78","2","0","0.00","0"
"Calzone Corner","Supreme Calzone","1","17.19","1","1","17.19","1","0","0.00","0"
"Big Brekkie Burritos","Tex Sausage Breakfast Burrito","1","17.68","1","1","17.68","1","0","0.00","0"
"Indian Specialty Drinks","Mango Lassi","1","9.48","1","1","9.48","1","0","0.00","0"
"Small Bites","Homemade Granola and Yogurt Parfait","1","7.18","1","1","7.18","1","0","0.00","0"
"Salads","Greek Salad","1","19.99","1","1","19.99","1","0","0.00","0"
"The Pasta Bowl","Fettuccine Alfredo","2","37.98","2","1","18.99","1","0","0.00","0"
"Desserts","Fried Oreos","1","10.59","1","0","0.00","0","0","0.00","0"
"The Linguines","Shrimp Linguine Pasta","6","119.31","6","2","37.73","2","3","61.71","3"
"Desserts","Carrot Cake","1","10.89","1","0","0.00","0","0","0.00","0"
"Fresh Soups On Deck","Pork and Shrimp Wonton Soup","1","4.59","1","1","4.59","1","0","0.00","0"
"Rice Bar","Classic Fried Rice","1","23.77","1","1","23.77","1","0","0.00","0"
"Two Hand Burgers","Bix Tex Burger","1","16.09","1","1","16.09","1","0","0.00","0"
"The Sides","Jalapeño Poppers","1","11.99","1","1","11.99","1","0","0.00","0"
"Smoothies","Pina Colada Smoothie","1","14.98","1","0","0.00","0","0","0.00","0"
"Homemade Indian Breads","Papadum (2 Pcs)","3","11.97","2","3","11.97","2","0","0.00","0"
"Loaded Fries","Carnitas Crazy Fries","1","18.29","1","1","18.29","1","0","0.00","0"
"Classic Milkshakes","Banana Chocolate Milkshake","1","11.19","1","0","0.00","0","0","0.00","0"
"Street Tacos","Beef Taco (Vegan)","2","9.78","1","2","9.78","1","0","0.00","0"
"Italiano Mini
Combos","Small Baked Ziti with
Sauce and Drink","1","16.49","1","1","16.49","1","0","0.00","0"
"Beverages","Soda Bottle","1","3.89","1","1","3.89","1","0","0.00","0"
"Drinks","Diet Dr Pepper Can","1","2.99","1","1","2.99","1","0","0.00","0"
"The Dumpling Snob","The Shrimp Dumplings","1","20.98","1","1","20.98","1","0","0.00","0"
"Cheesy Quesadillas","Jalapeño Chicken Quesadilla","1","13.99","1","1","13.99","1","0","0.00","0"
"Sides","Chicken Egg Roll (1 Piece)","1","3.49","1","0","0.00","0","1","3.49","1"
"Homemade Indian Breads","Naan","1","3.49","1","1","3.49","1","0","0.00","0"
"Fancy French Toast Bar","The Challah French Toast","1","11.99","1","1","11.99","1","0","0.00","0"
"Caribbean Lunch Plates","Fried Chicken with Plantains and Sauteed Veggies","1","19.29","1","0","0.00","0","0","0.00","0"
"Pasta Famosa","Meat Sauce Lasagna","1","24.99","1","1","24.99","1","0","0.00","0"
"Sandwich Sensations","Chicken Gyro","1","14.99","1","0","0.00","0","1","14.99","1"
"Pasta Specials","Mushroom Alfredo Tri-Color Spirals","1","25.99","1","0","0.00","0","0","0.00","0"
"Fat Calzones","Classic Regular Calzone","1","18.29","1","1","18.29","1","0","0.00","0"
"Milkshake Bar","Vanilla Milkshake","1","9.79","1","1","9.79","1","0","0.00","0"
"Sides","French Fries","33","209.51","33","15","103.62","15","6","31.53","6"
"Let's Get BBQ'n","1/2 Rack Famous Ribs Meal","8","207.92","8","6","155.94","6","0","0.00","0"
"The Salad God","Grilled Chicken Caesar Salad","4","42.36","2","0","0.00","0","1","10.59","1"
"Challah French Toast","Chocolate Chip Challah French Toast","3","44.97","2","0","0.00","0","3","44.97","2"
"Coffee & Tea House","Iced Cafe Latte","1","2.79","1","1","2.79","1","0","0.00","0"
"Hand-Held Mexican Favorites","BBQ Chicken Quesadilla","1","14.67","1","1","14.67","1","0","0.00","0"
"Sides","Hot Wings ","1","8.39","1","0","0.00","0","1","8.39","1"
"The Sides","Curly Fries","1","8.49","1","1","8.49","1","0","0.00","0"
"Chef Stella's Pancakes","Buttermilk Pancakes","11","94.49","11","7","60.13","7","2","17.18","2"
"Appetizers","Mozzarella Sticks","7","66.23","7","2","19.78","2","0","0.00","0"
"Traditional Rice Entrees","Goat Biryani","4","86.95","4","1","26.98","1","1","19.99","1"
"The Breakfast Sandwiches","The Bacon, Egg & Cheese Sandwich","2","19.78","2","1","9.89","1","1","9.89","1"
"Desserts","Slice of Sweet Potato Pie","2","7.98","2","1","3.99","1","1","3.99","1"
"Cheesesteak Sandwiches","Chopped Cheese Sandwich","1","11.18","1","1","11.18","1","0","0.00","0"
"Vegetarian Omelettes","Eastern Omelette","2","21.97","2","2","21.97","2","0","0.00","0"
"Coffee Bar","Cappuccino","2","20.96","1","0","0.00","0","0","0.00","0"
"Southern Grits
Bowls","Scrapple and Eggs over Cheesy Grits","1","15.39","1","1","15.39","1","0","0.00","0"
"Breakfast
Sandwiches","Egg Sandwich","2","11.38","1","2","11.38","1","0","0.00","0"
"Calzone Corner","Veggie Lovers Calzone","1","16.79","1","1","16.79","1","0","0.00","0"
"Mexican Sides","Side of 3 Piece Bacon","1","4.99","1","0","0.00","0","0","0.00","0"
"Sides","Chicken Dumplings-Gyoza (5 Pieces)","1","6.99","1","0","0.00","0","1","6.99","1"
"Sandwich Sensations","Chicken Souvlaki","2","29.98","2","0","0.00","0","0","0.00","0"
"Sides","Breadsticks","1","9.79","1","1","9.79","1","0","0.00","0"
"Delicious Starters and Snacks","Chicken Tenders with Honey Mustard","3","29.37","3","1","9.79","1","0","0.00","0"
"Wraps, wraps, WRAPS!","Chicken Caesar Wrap","1","14.89","1","1","14.89","1","0","0.00","0"
"Smoothie Bar","Antioxidant Blast Smoothie","2","20.38","2","1","10.19","1","0","0.00","0"
"The Vegan Handhelds","Vegan Fried Chicken
Sandwich","2","33.78","2","0","0.00","0","1","16.89","1"
"The Omelette Snob","Spanish Omelette","4","64.93","2","3","50.94","1","0","0.00","0"
"Sweet Breakfast Menu","Pancakes with Banana Slices","1","10.68","1","1","10.68","1","0","0.00","0"
"Aperitivo","Garlic Bread (7 inches)","3","35.97","3","3","35.97","3","0","0.00","0"
"Grilled Cheese Bar","Bacon Grilled Cheese","1","23.08","1","1","23.08","1","0","0.00","0"
"Cheesy Quesadillas","Roast Beef Quesadilla","2","27.98","2","0","0.00","0","2","27.98","2"
"Krispy Wingz","BBQ Wings","1","22.37","1","1","22.37","1","0","0.00","0"
"French Toast Bar","Strawberry French Toast Deluxe","1","8.49","1","0","0.00","0","0","0.00","0"
"Bagel Excellence","Roll with Butter and Jelly","1","4.48","1","1","4.48","1","0","0.00","0"
"Salad Bar","Antipasto Salad","1","17.59","1","1","17.59","1","0","0.00","0"
"Sides","Chicken Tenders (6 Pieces)","1","13.99","1","1","13.99","1","0","0.00","0"
"Extras","Side of Masala Sauce","1","9.99","1","1","9.99","1","0","0.00","0"
"Juice Bar","The Heavenly Green
Juice","1","9.89","1","0","0.00","0","0","0.00","0"
"House of Bánh Mì","Chicken Bánh Mì","1","13.78","1","0","0.00","0","0","0.00","0"
"Bakery","Fresh Danish","1","2.09","1","1","2.09","1","0","0.00","0"
"The Cheesesteaks","Philly Cheese Sandwich with Onions and Peppers","2","25.38","2","1","12.69","1","0","0.00","0"
"Sweet Cakes","Cheesecake","1","7.09","1","1","7.09","1","0","0.00","0"
"Beverages","Dr Pepper","1","4.29","1","0","0.00","0","0","0.00","0"
"Hefty Handhelds","Guacamole Bacon","1","15.39","1","1","15.39","1","0","0.00","0"
"Sides","Spinach & Cheese Pie","1","10.49","1","0","0.00","0","0","0.00","0"
"Dessert","Double Chocolate Muffin","1","3.59","1","1","3.59","1","0","0.00","0"
"Sides","Fried Mushrooms (12 pcs)","1","9.79","1","1","9.79","1","0","0.00","0"
"Tacos Locos","Chicken Taco","1","8.89","1","0","0.00","0","1","8.89","1"
"Sides","Zucchini Sticks","1","12.59","1","0","0.00","0","1","12.59","1"
"Two Hand Burgers","Veggie Burger with Cheese","1","9.89","1","0","0.00","0","0","0.00","0"
"Made to Order Omelettes","Classic Ham & Cheese Omelette","1","11.89","1","0","0.00","0","1","11.89","1"
"The Noods","Chicken Chow Mein Noodles","2","42.18","2","1","21.09","1","0","0.00","0"
"Fresh Wraps","The Jack Chicken Wrap","1","14.09","1","1","14.09","1","0","0.00","0"
"Gourmet Salad Sensations","Mykonos Salad","1","14.99","1","0","0.00","0","1","14.99","1"
"Pastries & Desserts","Giant Cookie","2","7.18","1","2","7.18","1","0","0.00","0"
"Bagel Bar","Bagel with Butter and Jelly","1","2.89","1","1","2.89","1","0","0.00","0"
"Burgers","Double Cheese Burger","1","8.95","1","0","0.00","0","0","0.00","0"
"Vegetarian Specialties","Chana Masala and Naan","1","32.99","1","1","32.99","1","0","0.00","0"
"Indian Fushion Wraps","Chili Chicken Roti Wrap","4","18.14","4","3","13.95","3","0","0.00","0"
"Bagels & Croissants","Bagel with 2 Eggs & Bacon","2","19.96","2","0","0.00","0","2","19.96","2"
"Chicken Tenders","Chicken Tenders","1","15.78","1","0","0.00","0","0","0.00","0"
"Bagel Bar","Fresh Bagel","2","4.38","1","2","4.38","1","0","0.00","0"
"The Pasta Bowl","Classic Spaghetti with Meatballs","3","70.64","3","3","70.64","3","0","0.00","0"
"Ramen","Spicy Beef Ramen","10","191.65","7","1","23.08","1","0","0.00","0"
"Cheesy Quesadillas","Triple Cheese Quesadilla","2","27.98","2","0","0.00","0","1","13.99","1"
"Deli Favorites","The Primo Sandwich","1","10.89","1","0","0.00","0","0","0.00","0"
"Wings","Garlic Parmesan Chicken Thighs","1","25.97","1","1","25.97","1","0","0.00","0"
"Drinks","Poland Spring Water (Bottle)","8","14.32","6","0","0.00","0","8","14.32","6"
"Fried Seafood
Bar","The Fried Whiting","1","31.28","1","0","0.00","0","0","0.00","0"
"Greek Sandwiches","Santorini Sandwich","1","17.99","1","1","17.99","1","0","0.00","0"
"Beverages","Freshly Squeezed Orange Juice","1","8.99","1","1","8.99","1","0","0.00","0"
"Sides","Rice","1","2.89","1","0","0.00","0","0","0.00","0"
"Two Hand Vegan Burgers","The Cheeze Biz Vegan Burger","2","36.67","2","1","19.08","1","0","0.00","0"
"Great Cakes","Strawberry Cheesecake","3","35.97","3","1","11.99","1","0","0.00","0"
"Two Hand Sandwiches","Pastrami Slaw Sandwich","1","18.88","1","1","18.88","1","0","0.00","0"
"Catering","Empanada","5","71.33","2","0","0.00","0","3","12.57","1"
"Two Hand Burgers","Fire Burger","2","27.98","2","0","0.00","0","2","27.98","2"
"Gourmet Bowls","Unagi Bowl","1","22.58","1","1","22.58","1","0","0.00","0"
"Big Breakfast Burritos","Egg and Cheese Breakfast Burrito","2","21.66","2","1","8.39","1","0","0.00","0"
"Chef's Specialty Sushi Rolls","Mermaid Roll (Lobster Salad, Shrimp Tempura, Spicy Salmon, Cucumber, Fresh Roe, Tempura Flakes)","1","22.99","1","1","22.99","1","0","0.00","0"
"Smoothies"," Go Green Smoothie","3","23.37","3","1","7.79","1","1","7.79","1"
"The Sides","Single Shrimp","2","3.98","1","0","0.00","0","0","0.00","0"
"The Pasta Bowl","Aglio E Olio","2","38.46","2","2","38.46","2","0","0.00","0"
"Breakfast Sandwiches","Avocado Toast","1","9.49","1","1","9.49","1","0","0.00","0"
"Italian Pasta Bar","Shrimp Alfredo","1","17.49","1","1","17.49","1","0","0.00","0"
"Sides","Side of Sausage (2 Pcs)","1","3.49","1","1","3.49","1","0","0.00","0"
"Fresh Pressed Paninis","Chicken Club Panini","1","13.39","1","0","0.00","0","0","0.00","0"
"Panini Bar","Chicken Parmigiana Panini","1","16.98","1","0","0.00","0","1","16.98","1"
"Sides","Yogurt Parfait","1","13.99","1","1","13.99","1","0","0.00","0"
"Dessert Bar","Chocolate Pudding","1","7.49","1","1","7.49","1","0","0.00","0"
"Traditional Rice Entrees","Chicken Biryani","2","35.98","1","2","35.98","1","0","0.00","0"
"Drinks","Lemonade","1","3.89","1","0","0.00","0","1","3.89","1"
"Signature Breakfast Sandwiches","Breakfast Meat Sandwich","1","10.58","1","0","0.00","0","0","0.00","0"
"Sides","Pierogies (5 Pcs)","1","9.19","1","1","9.19","1","0","0.00","0"
"Chicken and Waffles","Fried Chicken N Waffle","2","34.25","2","0","0.00","0","1","14.68","1"
"Healthy Salad Bar","Caesar Salad","1","15.38","1","0","0.00","0","0","0.00","0"
"Bowl Bar","The Teriyaki Beef Bowl","1","13.39","1","0","0.00","0","0","0.00","0"
"The Little Chicken","Boneless Wings","1","12.59","1","0","0.00","0","0","0.00","0"
"Breakfast Sandwiches","Bacon and Egg
Sandwich","1","5.29","1","1","5.29","1","0","0.00","0"
"Breakfast Bagels","Two Eggs & Bacon Bagel","1","4.99","1","1","4.99","1","0","0.00","0"
"Calzone Corner","Meatball Calzone","1","12.99","1","0","0.00","0","0","0.00","0"
"Little Italy Pasta Bar","Chicken Fettuccine Pasta","1","16.09","1","1","16.09","1","0","0.00","0"
"Made to Order Omelettes","Spicy Pepper Omelette","1","11.89","1","1","11.89","1","0","0.00","0"
"Gourmet Fluffy French Toast","French Toast w/ Chocolate Chips","1","12.99","1","1","12.99","1","0","0.00","0"
"Slice of Cake","German Chocolate Cake","1","12.59","1","1","12.59","1","0","0.00","0"
"Omelettes","Veggie Omelette with Home Fries","1","11.19","1","1","11.19","1","0","0.00","0"
"Bagel Sandwiches","Bagel with Egg & Sausage","2","18.78","2","1","9.39","1","0","0.00","0"
