"menu_item_category_name","menu_item_name","quantity_sold","item_sales","total_orders","new_customer_quantity_sold","new_customer_item_sales","new_customer_orders","loyal_customer_quantity_sold","loyal_customer_item_sales","loyal_customer_orders"
"Beverages","Pepsi","3","11.47","3","0","0.00","0","1","4.29","1"
"Sunrise Omelettes","Veggie Lovers Omelette","1","18.19","1","1","18.19","1","0","0.00","0"
"Drinks","Soda Can","1","1.59","1","0","0.00","0","0","0.00","0"
"Pancake House","Pancakes with Butter","2","15.38","1","0","0.00","0","2","15.38","1"
"Side Orders","Sweet Potato Fries","1","5.99","1","1","5.99","1","0","0.00","0"
"Between the Bun","Southwest Burger","1","12.98","1","1","12.98","1","0","0.00","0"
"Sandwich Bar","Create Your Own Deli Meat Sandwich","1","10.47","1","0","0.00","0","0","0.00","0"
"Mediterranean Bowls","Falafel Bowl","1","15.39","1","0","0.00","0","0","0.00","0"
"Coffee Bar","The 100% Colombian Coffee","1","2.09","1","0","0.00","0","1","2.09","1"
"Deli Sandwich Favorites","Corned Beef & Cheese Sandwich","1","9.08","1","0","0.00","0","0","0.00","0"
"Beverages","Diet Cherry Coke Can","2","4.18","1","0","0.00","0","0","0.00","0"
"The Cake Shop","Red Velvet Cupcake","1","6.39","1","0","0.00","0","0","0.00","0"
"Sides","Garlic Knots (6 Pcs)","1","7.09","1","1","7.09","1","0","0.00","0"
"The Fried Rice","Seafood Fried Rice","1","20.99","1","1","20.99","1","0","0.00","0"
"Asian Specialties","House Chow Mein","2","32.38","2","1","16.19","1","0","0.00","0"
"Ramen Spot","Miso Ramen","5","73.45","5","4","58.76","4","0","0.00","0"
"Fresh Made Fruit Smoothies","Mango Sunrise Smoothie","1","8.58","1","1","8.58","1","0","0.00","0"
"The Dessert Stop","Tiramisu","5","34.95","4","5","34.95","4","0","0.00","0"
"Burgers","Cheeseburger 1/2 lb.","1","13.99","1","0","0.00","0","1","13.99","1"
"Appetizers","French Fries","8","50.39","8","5","32.63","5","1","5.59","1"
"Pasta Famosa","Vegetarian Lasagna","1","23.99","1","0","0.00","0","0","0.00","0"
"Smoothies","Strawberry Banana Smoothie","2","27.98","2","0","0.00","0","1","13.99","1"
"The Pancake Snob","Chocolate Chip Buttermilk Pancakes","1","16.98","1","0","0.00","0","1","16.98","1"
"Drinks","Soda","9","28.79","6","3","11.35","2","2","8.28","2"
"Yogurt and Fruit Bar","Strawberry Banana Chobani Yogurt","1","4.99","1","0","0.00","0","0","0.00","0"
"Omelettes Platter","Tuscan Omelette Platter","6","79.14","6","0","0.00","0","6","79.14","6"
"Mediterranean Bowls","Chicken Gyro Bowl","5","92.34","3","4","75.55","2","0","0.00","0"
"Delectable Desserts","Cinnamon Toast Muffin","1","4.29","1","0","0.00","0","0","0.00","0"
"Calzone Corner","Sausage Calzone","1","12.59","1","1","12.59","1","0","0.00","0"
"Breakfast Favorites","Brooklyn Classic Sandwich","3","32.85","3","2","24.46","2","1","8.39","1"
"Greek Bar","Gyro Sandwich","2","20.98","2","1","10.49","1","0","0.00","0"
"The Pancake Snob","Bacon Buttermilk Pancakes","6","92.91","2","0","0.00","0","0","0.00","0"
"Sides","Garlic Naan (1 pc)","2","9.98","1","2","9.98","1","0","0.00","0"
"Sides","Beef Sausage","1","4.89","1","1","4.89","1","0","0.00","0"
"Sides","Croissant","2","8.38","2","0","0.00","0","2","8.38","2"
"Fried Chicken Pieces","Fried Chicken Drumstick","3","8.37","2","1","2.79","1","0","0.00","0"
"Sides","Chicken Wings","5","64.94","5","1","16.78","1","2","20.78","2"
"Quesadilla Corner","Chicken Quesadilla","2","37.17","2","1","16.19","1","0","0.00","0"
"Pancake Bar","Chocolate Chip Pancakes","1","18.18","1","1","18.18","1","0","0.00","0"
"Ramen Spot","Tonkotsu Ramen","5","94.42","5","1","14.69","1","3","65.04","3"
"Hot & Fresh Pizzas","Cheese Pizza","1","18.19","1","1","18.19","1","0","0.00","0"
"Sides","Side of Beef Sausage","1","3.99","1","1","3.99","1","0","0.00","0"
"Drinks","Pepsi","1","2.79","1","0","0.00","0","0","0.00","0"
"New York Heros","Manhattan Hero Sandwich","1","16.99","1","1","16.99","1","0","0.00","0"
"Griddle","Belgian Waffle","2","20.38","2","0","0.00","0","1","10.19","1"
"Smoothie Station","Mango Blast Smoothie","6","87.52","3","0","0.00","0","6","87.52","3"
"The Salad Bar","Michigan Salad","1","12.59","1","1","12.59","1","0","0.00","0"
"The Tri-Colors","Make Your Own Tri-Color Pasta","1","22.33","1","0","0.00","0","0","0.00","0"
"Gyro & Rice","Chicken Gyro","10","128.84","9","4","49.54","3","2","29.76","2"
"Crispy Chicken","Mixed Chicken (4 Pcs)","1","15.39","1","1","15.39","1","0","0.00","0"
"Fresh From the Fruit Stand","Berry Delight Bowl Bowl","1","9.38","1","1","9.38","1","0","0.00","0"
"Beverages","Can Soda","1","2.09","1","1","2.09","1","0","0.00","0"
"Vegetarian Specialties","Vegetable Lo Mein","1","18.29","1","0","0.00","0","0","0.00","0"
"Paninis","Grilled Cheese Tozt Hero","1","15.97","1","1","15.97","1","0","0.00","0"
"Sides","Spicy Toast (Bánh Mì Sa Te)","1","14.09","1","1","14.09","1","0","0.00","0"
"The Fried Rice","Chicken Fried Rice","1","13.99","1","1","13.99","1","0","0.00","0"
"Hefty Handhelds","Swissroom Burger","1","12.59","1","0","0.00","0","1","12.59","1"
"Showstopping Starters","Shrimp Cocktail","1","31.99","1","1","31.99","1","0","0.00","0"
"Straight Outta Philly","Swissroom Steak","1","13.29","1","0","0.00","0","0","0.00","0"
"Tropical Acai Bowls","Protein Replenisher Acai Bowl","1","11.29","1","0","0.00","0","0","0.00","0"
"Philly Cheesesteaks","Philly Tozt Sandwich","1","20.99","1","0","0.00","0","0","0.00","0"
"Sides","Mozzarella Sticks (5 pcs)","2","13.98","2","2","13.98","2","0","0.00","0"
"Chicken and Waffles","Fried Chicken Breast and Waffles","1","22.98","1","0","0.00","0","0","0.00","0"
"Classic Sides","Onion Rings","1","4.89","1","1","4.89","1","0","0.00","0"
"Breakfast Sandwiches","Scrambled Eggs & Sausage Breakfast Sandwich","1","11.18","1","1","11.18","1","0","0.00","0"
"The Pancakes","Banana Nut Buttermilk
Pancakes","1","13.49","1","1","13.49","1","0","0.00","0"
"Delicious Starters and Snacks","Mozzarella Sticks","1","8.39","1","1","8.39","1","0","0.00","0"
"Sunrise Breakfast Sandwiches","Southwest Egg & Cheese Sandwich","1","15.38","1","1","15.38","1","0","0.00","0"
"Off the Griddle","Chunky Monkey Stack","1","11.89","1","1","11.89","1","0","0.00","0"
"House of Bánh Mì","Special Combination Bánh Mì","1","12.99","1","1","12.99","1","0","0.00","0"
"Gooksoo Noods","Bulgogi and Tofu Gooksoo","1","18.59","1","0","0.00","0","0","0.00","0"
"Mac Attack","Crispy Chicken Mac N Cheese","1","16.89","1","0","0.00","0","0","0.00","0"
"Drinks","Fresh Hot Coffee","1","4.58","1","0","0.00","0","0","0.00","0"
"The Ice Cream","Ben & Jerry's Ice Cream Cherry Garcia","1","9.89","1","1","9.89","1","0","0.00","0"
"The Desserts","The 3 Layer Chocolate Cake","1","6.39","1","0","0.00","0","0","0.00","0"
"Pancakes","Golden Pancakes","2","32.97","2","1","14.99","1","0","0.00","0"
"Desserts","Apple Crumble ","1","8.39","1","1","8.39","1","0","0.00","0"
"The Linguines","Crispy Chicken Penne Pasta","2","35.54","2","1","22.15","1","1","13.39","1"
"Let's Get Grubbin'","Western Cheeseburger","1","14.09","1","1","14.09","1","0","0.00","0"
"Sides to Grab","Fried Crab Rangoon (6)","2","17.58","2","2","17.58","2","0","0.00","0"
"Dessert","Marble Muffin","1","3.59","1","1","3.59","1","0","0.00","0"
"Beverages","Sprite Can","1","2.19","1","0","0.00","0","0","0.00","0"
"Smoothies","The Olympian","1","15.98","1","1","15.98","1","0","0.00","0"
"The Burrito Shack","Classic Cheese Burrito","1","17.48","1","1","17.48","1","0","0.00","0"
"Beverages","Coca Cola Can","8","19.72","5","2","5.98","1","0","0.00","0"
"Bagel Sandwiches","Bagel with Peanut Butter & Jelly","1","7.69","1","1","7.69","1","0","0.00","0"
"The Desserts","Chocolate Pudding","1","4.99","1","1","4.99","1","0","0.00","0"
"Indian Fushion Wraps","Chicken 65 Roti Wrap","1","4.19","1","1","4.19","1","0","0.00","0"
"Protein and Meal Replacement Shakes","Super Protein Smoothie (20 oz)","2","37.98","2","0","0.00","0","2","37.98","2"
"Drinks","Dr Pepper","2","4.48","2","1","2.79","1","0","0.00","0"
"Sunrise Breakfast Bagels","Steak & Egg Breakfast Sandwich","1","6.29","1","1","6.29","1","0","0.00","0"
"Bowls From the Grill","Beef Bowl","1","21.18","1","1","21.18","1","0","0.00","0"
"Specialty Bowls","Teriyaki Chicken or Beef Bowl","1","11.89","1","1","11.89","1","0","0.00","0"
"Noodles & Rice","Lo Mein","1","13.68","1","0","0.00","0","0","0.00","0"
"Fresh From the Griddle","Pancake Stack","1","8.09","1","1","8.09","1","0","0.00","0"
"Side Orders","Mozzarella Sticks (6 Pieces)","1","7.69","1","1","7.69","1","0","0.00","0"
"Meal-On-The Go- Breakfast Wraps","Turkey Pesto Breakfast Wrap","1","9.79","1","0","0.00","0","0","0.00","0"
"The Sides","Potato Salad","1","4.29","1","1","4.29","1","0","0.00","0"
"Breakfast Sandwiches","Ham & Swiss Croissant","1","6.29","1","0","0.00","0","0","0.00","0"
"Desserts","Tiramisu","2","18.38","2","0","0.00","0","0","0.00","0"
"Heavens Chicken Wings","Parmesan Garlic Bone-in Chicken Wings","1","12.99","1","1","12.99","1","0","0.00","0"
"Sides","Vegetable Egg Roll","1","3.19","1","1","3.19","1","0","0.00","0"
"Pancake Bar","Blueberry Pancakes","1","18.18","1","1","18.18","1","0","0.00","0"
"Philly Cheesesteaks","American Philly Cheesesteak Sandwich","1","25.98","1","1","25.98","1","0","0.00","0"
"French Toast Bar","French Toast","2","11.38","2","0","0.00","0","0","0.00","0"
"That's a Wrap!","Jerk Chicken Wrap","1","13.68","1","1","13.68","1","0","0.00","0"
"The Sugar Fixes","Buttermilk Coconut Pie","2","8.58","1","0","0.00","0","0","0.00","0"
"Fresh Wraps","The House Wrap","1","22.58","1","1","22.58","1","0","0.00","0"
"The Sugar Fixes","Reese's Peanut Butter Cake","1","6.39","1","1","6.39","1","0","0.00","0"
"Halal Philly Snob","Teriyaki Halal Cheesesteak","2","27.98","1","2","27.98","1","0","0.00","0"
"Sides","Cinnamon Mapple Muffins","1","4.99","1","0","0.00","0","0","0.00","0"
"The Little Chicken","Chicken Wings","1","20.97","1","1","20.97","1","0","0.00","0"
"Finger Lickin' Chicken Sandwiches","Cowboy Chicken Sandwich","1","18.18","1","1","18.18","1","0","0.00","0"
"Flavor-Full Wings","The Classic Wings","1","33.78","1","1","33.78","1","0","0.00","0"
"The Wings","Original Fried Chicken Wings","1","7.99","1","0","0.00","0","0","0.00","0"
"Beverages","Espresso","1","4.68","1","0","0.00","0","0","0.00","0"
"Indian Fushion Wraps","Goat Curry Roti Wrap","3","12.57","2","1","4.19","1","2","8.38","1"
"Breakfast Sandwiches","Turkey and Egg Sandwich","1","5.29","1","1","5.29","1","0","0.00","0"
"Badri's Curries","Classic Butter Chicken Curry","1","10.48","1","1","10.48","1","0","0.00","0"
"Sides to Go","Chili Chicken","1","9.79","1","1","9.79","1","0","0.00","0"
"Fresh Green Salads","Southwest Salad","1","18.58","1","1","18.58","1","0","0.00","0"
"Italian Pasta Bar","Chicken Fettuccine Alfredo","1","22.39","1","1","22.39","1","0","0.00","0"
"Pasta Famosa","Pesto Sauce Fettuccine Pasta","1","21.99","1","0","0.00","0","1","21.99","1"
"Sides","Gravy Fries","1","5.59","1","0","0.00","0","0","0.00","0"
"Quest for Quesadillas","Cajun Chicken Quesadilla","1","13.99","1","1","13.99","1","0","0.00","0"
"Nonna's Pasta
Bowl","Garlic Butter Chicken Fettuccine","2","45.98","2","2","45.98","2","0","0.00","0"
"Ramen","Combo House Special Ramen","2","33.58","2","1","16.79","1","0","0.00","0"
"Sides","Buffalo Wings","1","10.99","1","1","10.99","1","0","0.00","0"
"Slice of Cake","NY Style Cheesecake","4","50.36","4","4","50.36","4","0","0.00","0"
"Omelettes","Healthy Omelette","2","32.74","2","1","16.37","1","0","0.00","0"
"Mediterranean Bites","Baba Ganoush Plate","1","10.49","1","0","0.00","0","0","0.00","0"
"Salad Corner","Crispy Shrimp Salad","1","18.19","1","1","18.19","1","0","0.00","0"
"Pancake Place","French Toast, Eggs, Bacon & Sausage","1","14.69","1","0","0.00","0","0","0.00","0"
"Pasta Bowls","Garlic Shrimp with Angel Hair","1","16.49","1","0","0.00","0","0","0.00","0"
"Straight From Philly","Classic Philly Cheesesteak","2","28.18","2","1","14.09","1","0","0.00","0"
"Pancakes","Golden Pancakes with Fresh Bananas","1","17.99","1","1","17.99","1","0","0.00","0"
"Sides","Disco Fries","2","19.58","2","1","9.79","1","1","9.79","1"
"Dessert Bar","Slice of Cake","1","13.99","1","1","13.99","1","0","0.00","0"
"Mouthwatering Pasta","Create Your Own Penne Pasta","1","18.56","1","0","0.00","0","0","0.00","0"
"Loaded Quesadillas","Al Pastor Quesadilla","1","17.99","1","0","0.00","0","1","17.99","1"
"Fresh Pasta Bowls","Creamy Pesto and Bacon Pasta","1","18.19","1","1","18.19","1","0","0.00","0"
"Indian Fushion Wraps","Apollo Fish Roti Wrap","1","4.19","1","1","4.19","1","0","0.00","0"
"Slice of the Pie","Supreme Pizza","1","20.99","1","0","0.00","0","0","0.00","0"
"The Omelettes","Kale & Tomato Omelette","2","25.18","2","0","0.00","0","2","25.18","2"
"Sides","French Fries (Papas Fritas)","4","33.56","4","0","0.00","0","4","33.56","4"
"The Desserts","The Carrot Cake","2","17.07","2","1","10.68","1","0","0.00","0"
"Loaded Burritos","Grilled Steak Burrito","2","33.98","2","0","0.00","0","1","16.99","1"
"Hefty Handhelds","Classic Cheeseburger","1","18.58","1","1","18.58","1","0","0.00","0"
"Market Fresh Salads","House Salad","1","10.49","1","1","10.49","1","0","0.00","0"
"Sides","Cream Cheese Rangoon (6 pc)","1","6.99","1","0","0.00","0","0","0.00","0"
"Fresh Smoothies","Super Energy Smoothie","4","65.95","3","1","17.98","1","3","47.97","2"
"Delicious Starters and Snacks","Sweet Potato Fries","1","6.99","1","1","6.99","1","0","0.00","0"
"Ice Cream","Strawberry Ice Cream","1","4.99","1","0","0.00","0","1","4.99","1"
"Tempura Rolls","California Tempura Roll","1","11.89","1","1","11.89","1","0","0.00","0"
"Breakfast Sandwiches","Breakfast Burrito with Bacon","2","21.18","2","2","21.18","2","0","0.00","0"
"French Toast Grille","French Toast","1","8.49","1","0","0.00","0","0","0.00","0"
"Sides","Tater Tots","1","6.99","1","1","6.99","1","0","0.00","0"
"Sweet Spoonfuls","Chocolate Pudding (16 oz)","3","25.17","3","1","8.39","1","1","8.39","1"
"Drinks","PB Java Mocha Smoothie","1","16.09","1","1","16.09","1","0","0.00","0"
"Griddle Cakes","Pancakes & Eggs","2","37.64","2","1","19.17","1","0","0.00","0"
"Homemade Pasta","Baked Spaghetti","1","15.49","1","1","15.49","1","0","0.00","0"
"Chicken Tender Sandwich Spot","Chicken Bacon Ranch Sandwich","1","11.89","1","1","11.89","1","0","0.00","0"
"Nonna Pasta Bowl","Mediterranean Penne","2","61.55","2","1","39.17","1","0","0.00","0"
"Bakery","Cinnamon Bun","1","2.09","1","1","2.09","1","0","0.00","0"
"Drinks","Ginger Ale Can","1","3.99","1","0","0.00","0","0","0.00","0"
"Sides","Jalapeño Poppers","1","8.39","1","0","0.00","0","0","0.00","0"
"Dessert Delights","Pound Cakes","1","3.99","1","0","0.00","0","0","0.00","0"
"Chef Penny's Pancakes","Chocolate Chip Pancakes","1","9.79","1","1","9.79","1","0","0.00","0"
"Aperitivo","Onion Rings","1","10.99","1","0","0.00","0","1","10.99","1"
"Wings","Honey BBQ Wings-Bone-in","1","27.97","1","1","27.97","1","0","0.00","0"
"Sides","Sauce Cup","3","4.47","2","1","1.49","1","2","2.98","1"
"Sandwich Bar","The Philly
Cheesesteak
Sandwich","1","11.87","1","1","11.87","1","0","0.00","0"
"Great Cakes","Oreo Cheesecake","1","11.99","1","1","11.99","1","0","0.00","0"
"Breakfast Bagel Sandwiches","Avocado Club Bagel Sandwich","3","33.87","3","2","22.58","2","0","0.00","0"
"Stir-Fry Greatest Hits","Orange Chicken","1","18.29","1","1","18.29","1","0","0.00","0"
"Sides","Macaroni Salad","1","7.99","1","1","7.99","1","0","0.00","0"
"Desserts","Oreo Cheesecake","1","10.89","1","0","0.00","0","0","0.00","0"
"Juice Bar","The Cold Buster Juice","1","9.89","1","0","0.00","0","0","0.00","0"
"House of Pizza","Pepperoni Pizza","2","65.76","1","0","0.00","0","0","0.00","0"
"Beverages","Fresh Coffee","1","2.49","1","0","0.00","0","0","0.00","0"
"Dessert Bar","Fresh Bakery Cookie","3","6.95","3","3","6.95","3","0","0.00","0"
"Sides","Veggie Spring Roll","1","8.39","1","1","8.39","1","0","0.00","0"
"Famous Sides","French Fries","1","6.99","1","0","0.00","0","0","0.00","0"
"Sides","Side of Breakfast Meat","1","4.19","1","0","0.00","0","0","0.00","0"
"Panini Bar","The Chicken Cordon Bleu Panini","1","13.39","1","1","13.39","1","0","0.00","0"
"Finger Lickin' Chicken","Lemon Pepper Chicken Sandwich","1","22.38","1","1","22.38","1","0","0.00","0"
"Vegetarian Asian Bowls","Chinese Broccoli Tofu Bowl","1","22.78","1","1","22.78","1","0","0.00","0"
"Refreshing Beverages","Egg Cream","2","7.98","2","0","0.00","0","0","0.00","0"
"Fresh Cracked Omelettes","Spinach and Feta Omelette","1","16.08","1","0","0.00","0","0","0.00","0"
"Italian Pasta Bar","Chicken Penne Pesto","1","18.19","1","1","18.19","1","0","0.00","0"
"Cluckin' Chicken Sandwiches","Chicken Club Sandwich","1","16.79","1","1","16.79","1","0","0.00","0"
"Buttermilk Fried Chicken Tenders","Original Chicken Tenders and Fries","9","174.90","9","0","0.00","0","9","174.90","9"
"Sides","Samosa","1","10.49","1","1","10.49","1","0","0.00","0"
"Hefty Hoagies & Grinders (12 inch)","Meatball Grinder","1","13.69","1","1","13.69","1","0","0.00","0"
"Specialty Desserts","Red Velvet Cheesecake","1","7.09","1","0","0.00","0","0","0.00","0"
"Smokin' Breakfast Platters","Pancake Platter","3","46.17","3","3","46.17","3","0","0.00","0"
"Smoothie Bar","Banana Blast Smoothie","2","20.38","2","0","0.00","0","1","10.19","1"
"Beverages","Tropicana Orange Juice","5","19.95","5","2","6.98","2","2","5.98","2"
"Breakfast Sandwiches","BEC or SEC Breakfast Sandwich","1","9.78","1","1","9.78","1","0","0.00","0"
"The Sides","Chicken Nuggets (6)","2","25.28","2","2","25.28","2","0","0.00","0"
"Beverages","Poland Spring Water Bottle","1","2.19","1","1","2.19","1","0","0.00","0"
"Handcrafted Sammiches","Chicken Caesar Pocket","2","34.38","2","0","0.00","0","2","34.38","2"
"Drinks","Regular Coke Can","2","4.18","2","0","0.00","0","0","0.00","0"
"Dessert Bar ","New York Cheesecake","2","21.98","1","2","21.98","1","0","0.00","0"
"Sides","Side of Guacamole and Tortilla Chips","1","5.59","1","0","0.00","0","1","5.59","1"
"Sweet Cakes","Carrot Cake","1","7.09","1","1","7.09","1","0","0.00","0"
"The Panini Press","The Turkey Club Panini","1","23.77","1","1","23.77","1","0","0.00","0"
"The Salad Bar","Antipasto Salad","1","17.97","1","1","17.97","1","0","0.00","0"
"Sides","Turkey Sausage","1","3.99","1","0","0.00","0","0","0.00","0"
"Hot Off the Griddle","Waffles, Eggs, and Meat","1","17.68","1","0","0.00","0","1","17.68","1"
"Mediterranean Wraps","Garlic Chicken Wrap","1","11.19","1","1","11.19","1","0","0.00","0"
"The Desserts","Tiramisu","2","20.98","2","1","10.49","1","0","0.00","0"
"Drinks","Fresh Fruit Shake","1","12.58","1","1","12.58","1","0","0.00","0"
"Drinks","Soda (Can)","4","9.06","3","1","2.79","1","3","6.27","2"
"Deli Favorites","Ham & Swiss Sandwich","1","9.49","1","0","0.00","0","0","0.00","0"
"Dessert Bar","New York Cheesecake","1","7.09","1","1","7.09","1","0","0.00","0"
"Sides","Yogurt Salad","1","9.99","1","1","9.99","1","0","0.00","0"
"Drinks","Tropicana Juice (12 oz)","1","4.29","1","0","0.00","0","0","0.00","0"
"Paninis","Philly Tozt Panini","1","23.98","1","0","0.00","0","0","0.00","0"
"Handcrafted Sammiches","Italian Sandwich","1","17.19","1","1","17.19","1","0","0.00","0"
"Cookie Corner","Chocolate Chip Cookie","3","19.17","3","2","12.78","2","0","0.00","0"
"Savory Fries","Classic Fries","1","9.99","1","1","9.99","1","0","0.00","0"
"Panini Bar","The Capri Panini","2","26.78","2","2","26.78","2","0","0.00","0"
"Creamy Smoothies","Kale, Banana, and Pineapple Smoothie","1","13.98","1","1","13.98","1","0","0.00","0"
"Pasta Bar","The Linguine Meatballs","1","16.89","1","1","16.89","1","0","0.00","0"
"Sides","Jalapeño Poppers (6 pcs)","1","9.79","1","1","9.79","1","0","0.00","0"
"The Hamburger Shop","The California Burger","1","13.99","1","1","13.99","1","0","0.00","0"
"Drinks","Mango Lassi","4","25.16","2","1","4.19","1","0","0.00","0"
"Drinks","Juice (16 oz)","1","3.89","1","1","3.89","1","0","0.00","0"
"Pasta Famosa","Spaghetti & Meatballs","3","74.97","2","1","24.99","1","0","0.00","0"
"French Toast and Waffles","Belgian Waffle","1","15.99","1","1","15.99","1","0","0.00","0"
"Eggs and Omelettes","Veggie Omelette","1","16.99","1","0","0.00","0","1","16.99","1"
"Let's Get BBQ'n","1/2 Rack Famous","1","19.99","1","0","0.00","0","1","19.99","1"
"Hot & Crispy Chicken Wings","Ranch Wings","1","12.78","1","1","12.78","1","0","0.00","0"
"Fresh Bagels","Plain Bagel","2","5.98","1","0","0.00","0","0","0.00","0"
"Mexican Favorites","Tostadas De Camaron","1","13.69","1","1","13.69","1","0","0.00","0"
"Wing Bar","The Mango Habanero Wings","1","19.78","1","0","0.00","0","0","0.00","0"
"Hot N' Griddled ","Strawberry French Toast","1","15.58","1","1","15.58","1","0","0.00","0"
"Sides","Extra Sauce","1","2.09","1","1","2.09","1","0","0.00","0"
"Freshly Baked Stromboli","Steak Stromboli","1","24.58","1","0","0.00","0","0","0.00","0"
"Side Orders","Side of Buffalo Sauce","2","1.98","2","0","0.00","0","1","0.99","1"
"Vegan Treats","Vegan Peanut Butter Cookie","1","7.09","1","0","0.00","0","1","7.09","1"
"Sides","Guacamole","1","6.39","1","1","6.39","1","0","0.00","0"
"Halal Starters","8 Pc Tikka Masala Wings","1","9.09","1","0","0.00","0","0","0.00","0"
"Two Hand Tortas","Carne Asada Torta","1","9.79","1","1","9.79","1","0","0.00","0"
"Flavor-Full Wings","The Buffalo Wings","1","16.98","1","1","16.98","1","0","0.00","0"
"Sweet Breakfast","Sweet Breakfast Platter","1","9.78","1","0","0.00","0","0","0.00","0"
"Smoothies","Mocha Smoothie","1","7.79","1","0","0.00","0","0","0.00","0"
"Bagel Breakfast Sandwiches","New York Breakfast Bagel","1","8.39","1","0","0.00","0","0","0.00","0"
"Fresh From the Fruit Stand","Tropical Sunrise Bowl","3","28.14","2","3","28.14","2","0","0.00","0"
"Fresh Bagels","Scallion Cream Cheese Bagel","2","15.98","2","2","15.98","2","0","0.00","0"
"South of the Border Breakfast Burritos","Vegetarian Breakfast Burrito","1","12.69","1","1","12.69","1","0","0.00","0"
"Sides to Grab","Shrimp and Pork Wonton (8)","2","17.58","2","2","17.58","2","0","0.00","0"
"The Omelette Sandwiches","Greek Omelette Sandwich","1","9.89","1","0","0.00","0","0","0.00","0"
"The Sides","Crispy Chicken Tenders","2","20.98","2","0","0.00","0","2","20.98","2"
"Sides","Side Chips & Guacamole","3","23.97","3","0","0.00","0","0","0.00","0"
"Sides","Falafel","3","19.77","3","1","6.39","1","2","13.38","2"
"Pancake Bar","Pancake Breakfast Platter","1","18.69","1","0","0.00","0","0","0.00","0"
"Famous Fried Munchies","Mozzarella Sticks","1","18.87","1","1","18.87","1","0","0.00","0"
"Omelettes","Southwest Omelette","2","33.76","2","0","0.00","0","2","33.76","2"
"Avocado Toast Bar","Smoked Salmon Avocado Toast","1","12.59","1","1","12.59","1","0","0.00","0"
"Drinks","Diet Coke","1","2.79","1","1","2.79","1","0","0.00","0"
"Drinks","Cream Soda","1","2.79","1","0","0.00","0","0","0.00","0"
"Salad Bar","Fiesta Chicken Salad","3","58.76","3","0","0.00","0","0","0.00","0"
"Quick Curries","Chana Masala","1","7.99","1","0","0.00","0","1","7.99","1"
"Prime Burgers","Bacon Cheeseburger","1","16.98","1","0","0.00","0","0","0.00","0"
"Desserts","Fruit Tart ","1","9.79","1","1","9.79","1","0","0.00","0"
"Sides","Mac-n-cheese","1","5.59","1","1","5.59","1","0","0.00","0"
"Sandwich Bar","The Falafel Sandwich","1","7.69","1","0","0.00","0","0","0.00","0"
"Southern Bowls","Ribs & Mashed Potatoes","2","39.47","2","2","39.47","2","0","0.00","0"
"Beverage Station","Ginger Ale Can","1","3.49","1","0","0.00","0","0","0.00","0"
"Fresh Smoothies","Summerslam Smoothie","1","15.98","1","1","15.98","1","0","0.00","0"
"Drinks","Gatorade (20 oz)","1","4.19","1","0","0.00","0","1","4.19","1"
"Fresh Cracked Omelettes","Pastrami & Cheese Omelette","1","18.99","1","0","0.00","0","0","0.00","0"
"Sides","Chicken Empanada","1","7.99","1","1","7.99","1","0","0.00","0"
"Italian Specials","Fresh Veal Parmigiana","1","19.69","1","0","0.00","0","0","0.00","0"
"Sunrise Omelettes","Classic Cheese Omelette","1","15.39","1","0","0.00","0","1","15.39","1"
"Tropical Acai Bowls","Original Acai Bowl","2","19.78","2","2","19.78","2","0","0.00","0"
"Mighty Wings","Jumbo Boneless Wings (10 pc)","1","26.57","1","1","26.57","1","0","0.00","0"
"Noodles","House Chow Mein","1","16.09","1","0","0.00","0","1","16.09","1"
"Wraps","The Falafel Wrap","4","47.96","2","2","23.98","1","0","0.00","0"
"Fresh From the Griddle","Build Your Own French Toast Platter","2","24.85","2","1","8.09","1","0","0.00","0"
"Deli Sandwich Favorites","Italian Hero","7","69.23","1","0","0.00","0","7","69.23","1"
"Fresh From the Fruit Stand","Mixed Melon Bowl","2","18.76","1","2","18.76","1","0","0.00","0"
"Speciality Omelettes","Western Omelette","1","12.87","1","1","12.87","1","0","0.00","0"
"Made to Order Omelets","Classic Cheese Omelet","2","17.08","2","1","9.39","1","0","0.00","0"
"Home Style Pancakes","Classic Pancakes","3","33.46","3","1","9.99","1","0","0.00","0"
"Chef's Specialty Sushi Rolls","Lover Roll","1","16.99","1","1","16.99","1","0","0.00","0"
"Sides","Mac ＆ Cheese","1","4.99","1","0","0.00","0","0","0.00","0"
"Wing Bar","The Teriyaki Wings","1","19.78","1","0","0.00","0","0","0.00","0"
"Refreshing Beverages","Tropicana 16 oz Juice","2","6.98","1","0","0.00","0","2","6.98","1"
"Fresh Outta Philly","Chicken Parmesan Sandwich","1","7.99","1","0","0.00","0","0","0.00","0"
"Breakfast Burritos","Machaca Breakfast Burrito","1","11.59","1","1","11.59","1","0","0.00","0"
"Hefty Hoagies & Grinders (12 inch)","Pizza Grinder","1","12.99","1","1","12.99","1","0","0.00","0"
"Drinks","Brewed Iced Tea","1","3.49","1","1","3.49","1","0","0.00","0"
"Small Bites","Aloo Samosa","2","19.98","1","2","19.98","1","0","0.00","0"
"Desserts","Quatro Leches","1","7.39","1","1","7.39","1","0","0.00","0"
"Desserts","Opera Cake ","1","8.39","1","1","8.39","1","0","0.00","0"
"Burgers","Classic Cheeseburger","1","9.89","1","0","0.00","0","1","9.89","1"
