"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","382831175144943","2025-09-26","04:07:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Prepaid Order","Grubhub Delivery","GH+","14.88","0.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.76","-1.64","-1.49","0.00","0.00","0.00","0.00","-5.00","0.00","7.63",,"BwEAAAAAAEnW6HU3K5CbDxHwq5H1KsgtHpE"
"Marketplace","317231228169737","2025-09-30","11:38:00 PM","America/New_York","8566088",,"The Calzone Empire","2511 Washington Blvd  ","Baltimore","MD","21230","Prepaid Order","Grubhub Delivery","GH+","19.59","0.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.47","-2.94","-1.96","0.00","-0.77","-0.88","0.00","-5.00","0.00","8.92",,"BwEAAAAAAIK1SB9VuNCecRHwuNFT5RgRN4I"
"Marketplace","174731268731634","2025-10-05","03:19:00 PM","America/New_York","10380904","1st Ave","Original Burger Bar","1219 1st Ave.  ","New York","NY","10065","Prepaid Order","Grubhub Delivery","GH+","16.07","1.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.14","-2.41","-1.61","0.00","-0.70","0.00","0.00","-4.02","0.00","8.40",,"BwEAAAAAAJ5maPAxy5CiGhHwi5FBSqaNLYk"
"Marketplace","055231236648438","2025-10-01","11:01:00 PM","America/New_York","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","33.98","2.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.55","-5.10","-3.40","0.00","-1.26","0.00","0.00","-5.00","0.00","21.79",,"BwEAAAAAAChRYiT6WpCfNxHwmpEHqPUDKyk"
"Marketplace","544731264974300","2025-10-05","03:35:00 PM","America/New_York","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","Prepaid Order","Grubhub Delivery","GH+","21.88","1.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.20","-3.28","-2.19","0.00","-0.92","-1.32","0.00","-3.00","0.00","12.49",,"BwEAAAAAAFE0IBhlPPCiGxHwvPE_YQa7VOQ"
"Marketplace","593131259030744","2025-10-04","08:07:00 PM","America/New_York","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","32.57","2.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.02","-4.89","-3.26","0.00","-1.22","0.00","0.00","-5.00","0.00","20.65",,"BwEAAAAAAChRYtOK2uChehHwmuGvuCf-sMY"
"Marketplace","063131158624646","2025-09-24","07:15:00 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","17.97","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.12","-2.70","-1.80","0.00","-0.73","0.00","0.00","-5.00","0.00","8.89",,"BwEAAAAAAB20BcrWJ4CY9BHwp4GR6YEzqjA"
"Marketplace","789131189410172","2025-09-27","08:59:00 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","61.93","4.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","66.81","-9.29","-6.19","0.00","-2.12","0.00","0.00","-7.00","0.00","42.21",,"BwEAAAAAAB20Bf7A2GCbnBHwmGFPDdxfivE"
"Marketplace","441931261950543","2025-10-05","04:22:00 PM","America/Chicago","9813512","W National","The Pasta Story","2138 W National Ave  ","Milwaukee","WI","53204","Prepaid Order","Grubhub Delivery","GH+","27.67","1.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.46","-4.15","-2.77","0.00","-1.05","-1.79","0.00","-5.00","0.00","14.70",,"BwEAAAAAAJW-CBnQB9CiLBHwh9GtZkXDU4k"
"Marketplace","601231227741304","2025-09-30","10:46:45 PM","America/New_York","10930920","Hillside Ave","The Chicken Affair","783 Hillside Ave.  ","New Hyde Park","NY","11040","Order Adjustment","Grubhub Delivery","non GH+","-20.97","-1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-22.37","0.00","0.00","0.00","0.00","0.00","0.00","5.00","0.00","-17.37","All items on the order were incorrect","CQMAAAAAAKbK6HKfQsCeaRHwgsE31OTXqEwAAAAB"
"Marketplace","601231227741304","2025-09-30","10:42:00 PM","America/New_York","10930920","Hillside Ave","The Chicken Affair","783 Hillside Ave.  ","New Hyde Park","NY","11040","Prepaid Order","Grubhub Delivery","non GH+","20.97","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.37","-3.15","-2.10","0.00","-0.83","0.00","0.00","-5.00","0.00","11.29",,"BwEAAAAAAKbK6HKfQsCeaRHwgsE31OTXqEw"
"Marketplace","536431133974805","2025-09-22","06:27:00 PM","America/Chicago","9813512","W National","The Pasta Story","2138 W National Ave  ","Milwaukee","WI","53204","Prepaid Order","Grubhub Delivery","GH+","25.58","1.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.21","-3.84","-2.56","0.00","-0.98","-1.63","0.00","-5.00","0.00","13.20",,"BwEAAAAAAJW-CP4dw6KYBBHwg6PFOR7-yRk"
"Marketplace","500831142177348","2025-09-23","12:03:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","23.16","1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.77","-3.47","-2.32","0.00","-0.90","0.00","0.00","-5.00","0.00","13.08",,"BwEAAAAAAB2UJF_UlBCYLhHwlBHXI_JpGvc"
"Marketplace","706731265015507","2025-10-05","02:05:00 PM","America/New_York","2794832",,"Two Hand Burger","25-02 Queens Plaza S  ","Long Island City","NY","11101","Prepaid Order","Grubhub Delivery","non GH+","20.78","0.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.40","-3.12","-2.08","0.00","-0.79","0.00","0.00","-5.20","0.00","10.21",,"BwEAAAAAACqlUAHCwhCiERHwghGhw8N7U4I"
"Marketplace","922831256904147","2025-10-04","08:35:00 AM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","GH+","23.06","1.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.66","-3.46","-2.31","0.00","-0.90","0.00","0.00","-5.00","0.00","12.99",,"BwEAAAAAAJXJIF-FFpChGBHwlpH7xFJjxqQ"
"Marketplace","118231232829299","2025-10-02","06:05:00 PM","America/New_York","10062152","Broadway","The Burger Blade","4234 Broadway  ","New York","NY","10033","Prepaid Order","Grubhub Delivery","GH+","20.67","1.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.51","-3.10","-2.07","0.00","-0.99","0.00","0.00","0.00","0.00","16.35",,"BwEAAAAAAJmJSLG-UDKf1xHwkDObB4hD3aM"
"Marketplace","722531260603911","2025-10-05","05:18:00 AM","America/New_York","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","Prepaid Order","Grubhub Delivery","GH+","23.78","0.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.53","-3.57","-2.38","0.00","-0.90","0.00","0.00","-5.00","0.00","12.68",,"BwEAAAAAAGkw6LY7_6ChxRHwv6HxMrTNFw4"
"Marketplace","722531260609705","2025-10-05","08:00:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","20.58","1.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.41","-3.09","-2.06","0.00","-0.98","0.00","0.00","0.00","0.00","16.28",,"BwEAAAAAAB2UJIEcNLKhjxHwtLPxHL0_-j8"
"Marketplace","710331253588896","2025-10-04","09:43:00 AM","America/New_York","3311360","Queens Plaza S","Sal's Smoothie Spot","25-02 Queens Plaza S  ","Queens","NY","11101","Prepaid Order","Grubhub Delivery","GH+","14.48","0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.86","-2.17","-1.45","0.00","-0.60","0.00","0.00","-5.00","0.00","5.64",,"BwEAAAAAADKHADJXa9KhJBHwq9MhmqCfKQA"
"Marketplace","393831244439613","2025-10-03","11:25:00 AM","America/New_York","4512360","1424 Lexington Ave","Top Panini Shop","1424 Lexington Ave  ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","15.48","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.51","-2.32","-1.55","0.00","-0.69","0.00","0.00","-3.87","0.00","8.08",,"BwEAAAAAAETaaEMX7dCgaBHwrdGDJ3Sf_Yo"
"Marketplace","328131267080200","2025-10-05","07:39:00 AM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","non GH+","37.74","2.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.65","-5.66","-3.77","0.00","-1.39","0.00","0.00","-5.00","0.00","24.83",,"BwEAAAAAAJXJIIBR6sCh2hHwqsEFXRtuOmw"
"Marketplace","519431259843940","2025-10-04","02:28:00 PM","America/New_York","8567152",,"Brad's Buffalo Wings","171 W 23rd St  ","New York","NY","10011","Prepaid Order","Grubhub Delivery","non GH+","34.96","2.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.53","-5.24","-3.50","0.00","-1.26","0.00","0.00","-6.00","0.00","21.53",,"BwEAAAAAAIK5cI49AaChShHwgaEhmqCfKQA"
"Marketplace","519431259843940","2025-10-04","02:29:41 PM","America/New_York","8567152",,"Brad's Buffalo Wings","171 W 23rd St  ","New York","NY","10011","Cancellation","Grubhub Delivery","non GH+","-34.96","-2.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-37.53","5.24","3.50","0.00","1.26","0.00","0.00","6.00","0.00","-21.53","RESTAURANT_CANNOT_FULFILL_ORDER","CQMAAAAAAIK5cI49AaChShHwgaEhmqCfKQAAAAAB"
"Marketplace","077831224734492","2025-09-30","11:37:00 PM","America/New_York","2775910",,"Smoothie And Dessert Bar","1741 1st Ave  ","New York","NY","10128","Prepaid Order","Grubhub Delivery","GH+","9.79","0.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.66","-1.47","-0.98","0.00","-0.63","0.00","0.00","0.00","0.00","7.58",,"BwEAAAAAACpbZtNNf9CecRHwv9EHN9YT8Ro"
"Marketplace","164931193092654","2025-09-27","10:46:59 PM","America/Chicago","3310280","S Eldorado Rd","Schezwan Chinese Bar","716 S Eldorado Rd  ","Bloomington","IL","61704","Order Adjustment","Grubhub Delivery","GH+","-21.09","-1.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-22.94","0.00","0.00","0.00","0.00","1.85","0.00","0.00","0.00","-21.09","MISSING_ITEM - Refund requested by diner via help interaction","CQMAAAAAADKCyO6C_hCcDxHwvhEjUJ7CLRgAAAAB"
"Marketplace","164931193092654","2025-09-27","09:43:00 PM","America/Chicago","3310280","S Eldorado Rd","Schezwan Chinese Bar","716 S Eldorado Rd  ","Bloomington","IL","61704","Prepaid Order","Grubhub Delivery","GH+","56.36","4.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","61.03","-8.45","-5.64","0.00","-2.07","-4.67","0.00","-3.00","0.00","37.20",,"BwEAAAAAADKCyO6C_hCcDxHwvhEjUJ7CLRg"
"Marketplace","624131152694349","2025-09-24","08:56:00 AM","America/New_York","10559368","W 34th st","Fiona's Breakfast Burritos","433 W 34th St.  ","New York","NY","10001","Prepaid Order","Grubhub Delivery","GH+","16.08","0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.06","-2.41","-1.61","0.00","-0.67","0.00","0.00","-5.00","0.00","7.37",,"BwEAAAAAAKEfiPN2hICZQRHwhIGR6YEzqjA"
"Marketplace","472031136428686","2025-09-22","02:26:00 AM","America/New_York","3309992","1st Avenue","La Mexicana Quesadilla","217 1st Ave.  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","43.98","3.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","47.62","-6.60","-4.40","0.00","-1.66","0.00","0.00","-3.00","0.00","31.96",,"BwEAAAAAADKBqK6bIXCXdxHwoXEXXakDanw"
"Marketplace","032731142788302","2025-09-23","12:42:00 PM","America/New_York","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","16.78","1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.83","-2.52","-1.68","0.00","-0.69","0.00","0.00","-5.00","0.00","7.94",,"BwEAAAAAAGkoyEs6xZCYlBHwhZEn8BEFmB8"
"Marketplace","155931165553058","2025-09-25","08:01:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Prepaid Order","Grubhub Delivery","GH+","29.67","2.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.04","-3.26","-2.97","0.00","0.00","0.00","0.00","-3.00","0.00","22.81",,"BwEAAAAAAEnW6FOp7sCaZxHwrsGNjd6pzAs"
"Marketplace","495131215827430","2025-09-30","11:59:00 AM","America/New_York","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","23.47","1.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.14","-3.52","-2.35","0.00","-0.92","0.00","0.00","-4.69","0.00","13.66",,"BwEAAAAAAGkoyHX-eCCeDRHwuCG7xsC2Z-M"
"Marketplace","254731152546689","2025-09-24","08:08:00 PM","America/New_York","10929352","8th Ave","The Salad Dream","300 8th Ave  ","New York","NY","10001","Order Adjustment","Grubhub Delivery","GH+","-16.79","-1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17.84","0.00","0.00","0.00","0.00","0.00","0.00","5.00","0.00","-12.84","INCORRECT_ITEM","CQMAAAAAAKbEyKIi1oCZnhHwloGfq0t0Y2EAAAAB"
"Marketplace","254731152546689","2025-09-24","08:08:00 PM","America/New_York","10929352","8th Ave","The Salad Dream","300 8th Ave  ","New York","NY","10001","Prepaid Order","Grubhub Delivery","GH+","16.79","1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.84","-2.52","-1.68","0.00","-0.69","0.00","0.00","-5.00","0.00","7.95",,"BwEAAAAAAKbEyKIi1oCZnhHwloGfq0t0Y2E"
"Marketplace","370731157677497","2025-09-24","01:55:00 PM","America/Phoenix","3309744","W Bell Rd","Sensai Sushi Bar","4225 W Bell Rd  ","Phoenix","AZ","85053","Prepaid Order","Grubhub Delivery","non GH+","29.67","2.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.79","-4.45","-2.97","0.00","-1.12","0.00","0.00","-5.00","0.00","18.25",,"BwEAAAAAADKAsJdNDKCZgxHwjKEVb_RpRTE"
"Marketplace","370731157677497","2025-09-24","02:04:29 PM","America/Phoenix","3309744","W Bell Rd","Sensai Sushi Bar","4225 W Bell Rd  ","Phoenix","AZ","85053","Order Adjustment","Grubhub Delivery","non GH+","-7.09","-0.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.70","MISSING_ITEM - Refund requested by diner via help interaction","CQMAAAAAADKAsJdNDKCZgxHwjKEVb_RpRTEAAAAB"
"Marketplace","054931256831236","2025-10-04","02:03:00 PM","America/Denver","3372659","4655 S 4800 W","Nino's Nacho Bar","4655 S 4800 W  ","West Valley City","UT","84120","Prepaid Order","Grubhub Delivery","non GH+","18.29","0.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.93","-2.74","-1.83","0.00","-0.72","0.00","0.00","-5.00","0.00","8.64",,"BwEAAAAAADN2czN5pxChWBHwpxEp5mcYYxU"
"Marketplace","150531268237990","2025-10-05","10:01:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","non GH+","14.58","1.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.87","-2.19","-1.46","0.00","-0.78","0.00","0.00","0.00","0.00","11.44",,"BwEAAAAAAB2UJBZqqXCh7xHwqXH3BPP1mWk"
"Marketplace","736831225150906","2025-10-01","11:21:00 AM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","GH+","20.28","1.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.08","-3.04","-2.03","0.00","-0.97","0.00","0.00","0.00","0.00","16.04",,"BwEAAAAAAJXJIJ74tICe1BHwtIEXlJhpHGk"
"Marketplace","135631253962960","2025-10-04","02:01:00 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Prepaid Order","Grubhub Delivery","GH+","29.98","1.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.87","-4.50","-3.00","0.00","-1.18","-1.89","0.00","-3.00","0.00","18.30",,"BwEAAAAAACBJxyWDdEChRhHwtEGl9zimq9c"
"Marketplace","751131272693145","2025-10-05","11:41:00 PM","America/New_York","4839320","20 Meacham Ave suite F","The Burger Stack","20 Meacham Ave  ","Elmont","NY","11003","Prepaid Order","Grubhub Delivery","non GH+","18.38","1.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.60","-2.76","-1.84","0.00","-0.76","0.00","0.00","-4.60","0.00","9.64",,"BwEAAAAAAEnXmF-KYbCiYBHwobEv8HPhp14"
"Marketplace","135631253966779","2025-10-04","01:07:00 PM","America/New_York","10929240","Amsterdam Ave","The Burger Hole","1213 Amsterdam Ave  ","New York","NY","10027","Order Adjustment","Grubhub Delivery","GH+","-20.97","-1.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-22.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-22.83",,"CQMAAAAAAKbEWIvHBCChQBHwhCGDMkGl758AAAAB"
"Marketplace","135631253966779","2025-10-04","01:07:00 PM","America/New_York","10929240","Amsterdam Ave","The Burger Hole","1213 Amsterdam Ave  ","New York","NY","10027","Prepaid Order","Grubhub Delivery","GH+","20.97","1.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.83","-3.15","-2.10","0.00","-1.00","0.00","0.00","0.00","0.00","16.58",,"BwEAAAAAAKbEWIvHBCChQBHwhCGDMkGl758"
"Marketplace","053731223061273","2025-10-01","07:38:00 PM","America/New_York","2063008",,"Halal Indian Bazaar","1447 NJ-18  ","Old Bridge","NJ","08857","Prepaid Order","Grubhub Delivery","GH+","9.09","0.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.36","-1.36","-0.91","0.00","-0.43","0.00","0.00","-5.00","0.00","1.66",,"BwEAAAAAAB96oK9FWaCfFhHwmaE_2W_GjfQ"
"Marketplace","710331253580459","2025-10-04","08:48:00 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","56.95","3.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","60.50","-8.54","-5.70","0.00","-1.63","0.00","0.00","-17.00","0.00","27.63",,"BwEAAAAAAB20BaHJx_ChGxHwh_HZM2ckfrY"
"Marketplace","053731174956727","2025-09-26","01:31:00 PM","America/New_York","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Prepaid Order","Grubhub Delivery","GH+","19.99","1.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.18","-3.00","-2.00","0.00","-0.85","-1.19","0.00","-3.00","0.00","11.14",,"BwEAAAAAACBJx-vaonCa8xHwonG9qOzmXWg"
"Marketplace","101131172120804","2025-09-25","09:33:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Prepaid Order","Grubhub Delivery","non GH+","14.88","1.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.20","-1.64","-1.49","0.00","0.00","0.00","0.00","0.00","0.00","13.07",,"BwEAAAAAAEnW6D4_3_CadRHwn_EBZxgMggc"
"Marketplace","101131172120804","2025-09-25","09:33:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Order Adjustment","Grubhub Delivery","non GH+","-9.89","-0.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.77","INCORRECT_ITEM - Refund requested by diner via help interaction","CQMAAAAAAEnW6D4_3_CadRHwn_EBZxgMggcAAAAB"
"Marketplace","805831211903375","2025-09-30","01:30:00 PM","America/New_York","10938296","Meacham Ave","Zinger's Famous Chicken","20 Meacham Ave  ","Elmont","NY","11003","Prepaid Order","Grubhub Delivery","non GH+","48.94","3.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","52.34","-7.34","-4.89","0.00","-1.60","0.00","0.00","-9.79","0.00","28.72",,"BwEAAAAAAKbnuHReIrCeGhHworFl1SgdK3w"
"Marketplace","805831211903375","2025-09-30","01:30:00 PM","America/New_York","10938296","Meacham Ave","Zinger's Famous Chicken","20 Meacham Ave  ","Elmont","NY","11003","Cancellation","Grubhub Delivery","non GH+","-48.94","-3.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-52.34","7.34","4.89","0.00","1.60","0.00","0.00","9.79","0.00","-28.72","Cancelled by Merchant","CQMAAAAAAKbnuHReIrCeGhHworFl1SgdK3wAAAAB"
"Marketplace","843631140817726","2025-09-23","01:33:00 AM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","31.94","2.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.33","-4.79","-3.19","0.00","-1.19","0.00","0.00","-5.00","0.00","20.16",,"BwEAAAAAAB2UJAq2MNKYOxHwsNMVsiQQA-k"
"Marketplace","500831142172977","2025-09-23","04:34:00 AM","America/New_York","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","GH+","17.46","1.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.57","-2.62","-1.75","0.00","-0.71","0.00","0.00","-5.00","0.00","8.49",,"BwEAAAAAAJXJIPxIywCYUBHwiwH91V7s_cg"
"Marketplace","324731183998523","2025-09-27","09:50:00 AM","America/New_York","1968311",,"Penny's Pancakes","1237 Fulton Street  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","22.77","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.79","-3.42","-2.28","0.00","-1.06","0.00","0.00","0.00","0.00","18.03",,"BwEAAAAAAB4It2c5BRCboxHwhRGpTQtXAGw"
"Marketplace","792731200457907","2025-09-28","08:50:00 PM","America/New_York","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","Prepaid Order","Grubhub Delivery","GH+","23.28","1.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.70","-3.49","-2.33","0.00","-0.96","-1.42","0.00","-3.00","0.00","13.50",,"BwEAAAAAAFE0IHm8i7CcxxHwi7GRsKKl4o4"
