"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","654731152341138","2025-09-24","11:00:00 AM","America/New_York","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","non GH+","26.96","1.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.28","-4.04","-2.70","0.00","-1.01","-1.32","0.00","-5.00","0.00","14.21",,"BwEAAAAAAJXVwF7ZBkCZUBHwhkFrqDu_Xlc"
"Marketplace","644831219769272","2025-09-30","07:36:00 AM","America/New_York","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","non GH+","13.48","0.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.23","-2.02","-1.35","0.00","-0.58","0.00","0.00","-5.00","0.00","5.28",,"BwEAAAAAACPFrog-uOCd7BHwuOEdHczqjT0"
"Marketplace","396231151349909","2025-09-24","08:22:00 PM","America/New_York","2964271",,"Planet Earth Salad","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","18.67","0.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.61","-2.80","-1.87","0.00","-0.81","-0.94","0.00","-3.00","0.00","10.19",,"BwEAAAAAAC07L-w0UyCZnhHwkyFnirEQvHk"
"Marketplace","331331182756985","2025-09-27","03:16:00 PM","America/Los_Angeles","2900330",,"Cheesecake And Dessert Bar (Polk St)","1338 Polk St  ","San Francisco","CA","94109","Prepaid Order","Grubhub Delivery","non GH+","32.97","2.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.38","-4.95","-3.30","0.00","-1.23","0.00","0.00","-5.00","0.00","20.90",,"BwEAAAAAACxBaql9DNCb6xHwjNHBPvKrtkc"
"Marketplace","331331182756985","2025-09-27","03:37:34 PM","America/Los_Angeles","2900330",,"Cheesecake And Dessert Bar (Polk St)","1338 Polk St  ","San Francisco","CA","94109","Order Adjustment","Grubhub Delivery","non GH+","-10.99","-0.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.94","INCORRECT_ITEM - Refund requested by diner via help interaction","CQMAAAAAACxBaql9DNCb6xHwjNHBPvKrtkcAAAAB"
"Marketplace","273831170354871","2025-09-26","01:45:00 PM","America/Chicago","6898096","Billy Goat Coffee Cafe - 3690 North Mount Juliet Road","Martha's Breakfast Sandwiches","3690 N Mt Juliet Rd  ","Mt. Juliet","TN","37122","Prepaid Order","Grubhub Delivery","GH+","16.05","1.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.13","-2.41","-1.61","0.00","-0.67","0.00","0.00","-5.00","0.00","7.44",,"BwEAAAAAAGlBsHyVE_CbAhHwk_GR2-FyaY4"
"Marketplace","273831170354871","2025-09-26","01:56:25 PM","America/Chicago","6898096","Billy Goat Coffee Cafe - 3690 North Mount Juliet Road","Martha's Breakfast Sandwiches","3690 N Mt Juliet Rd  ","Mt. Juliet","TN","37122","Cancellation","Grubhub Delivery","GH+","-16.05","-1.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-17.13","2.41","1.61","0.00","0.67","0.00","0.00","5.00","0.00","-7.44",,"CQMAAAAAAGlBsHyVE_CbAhHwk_GR2-FyaY4AAAAB"
"Marketplace","059731196761374","2025-09-28","05:26:00 PM","America/Chicago","6346784","Roni's Pub - 7955 E Frontage Road","Devil's Hot Wings","7955 E Frontage Rd  ","Overland Park","KS","66204","Prepaid Order","Grubhub Delivery","GH+","19.17","1.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.64","-2.88","-1.92","0.00","-0.78","-1.47","0.00","-5.00","0.00","8.59",,"BwEAAAAAAGDYIOMmTbCctBHwjbFXxkwEwW0"
"Marketplace","085131169803270","2025-09-25","07:50:00 PM","America/New_York","9820968","370 Main St","Fry Bird Sandwiches","370 Main St  ","East Orange","NJ","07018","Prepaid Order","Grubhub Delivery","non GH+","25.17","1.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.51","-3.78","-2.52","0.00","-0.96","0.00","0.00","-5.00","0.00","14.25",,"BwEAAAAAAJXbKP3Vf8CaZBHwv8FlRe1xP4c"
"Marketplace","549431189036541","2025-09-27","11:40:00 AM","America/New_York","3310144","Lee Hwy","Martha's Breakfast Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","Prepaid Order","Grubhub Delivery","GH+","16.16","0.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.95","-2.42","-1.62","0.00","-0.73","0.00","0.00","-3.00","0.00","9.18",,"BwEAAAAAADKCQLvpepKbshHwupOtwfuyBHU"
"Marketplace","042631264114043","2025-10-05","12:20:00 PM","America/New_York","6154984","723 8th St SE","Fiona's Breakfast Burritos","723 8th St SE  ","Washington","DC","20003","Prepaid Order","Grubhub Delivery","GH+","17.68","0.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.44","-2.65","-1.77","0.00","-0.71","-0.76","0.00","-5.00","0.00","7.55",,"BwEAAAAAAF3q6EzMpkCiAhHwpkHDOGUEkK8"
"Marketplace","496331241292653","2025-10-02","11:30:00 PM","America/New_York","2796227",,"Midtown Quesadillas Snob (George St)","228 George St  ","New Brunswick","NJ","08901","Prepaid Order","Grubhub Delivery","GH+","38.64","2.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.87","-5.80","-3.86","0.00","-1.39","0.00","0.00","-5.00","0.00","24.82",,"BwEAAAAAACqqw4unEtKf_RHwktPHkrzZndM"
"Marketplace","883731230579074","2025-10-02","12:36:00 PM","America/New_York","6539752","Asian Fusion Cafe - 4957 Winters Chapel Rd Suite B","Connie's Soup Station","4957 Winters Chapel Rd  ","Dunwoody","GA","30360","Prepaid Order","Grubhub Delivery","GH+","22.47","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.87","-3.37","-2.25","0.00","-0.88","-1.40","0.00","-5.00","0.00","10.97",,"BwEAAAAAAGPJ6DZA5LCfqBHwpLFfvJdH1Oc"
"Marketplace","463331235691138","2025-10-01","09:48:00 PM","America/New_York","9822632","Plaza Center","Sizzlin' Omelette Cafe","101 Plaza Center  ","Secaucus","NJ","07094","Prepaid Order","Grubhub Delivery","GH+","18.18","0.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.05","-2.73","-1.82","0.00","-0.73","0.00","0.00","-5.00","0.00","8.77",,"BwEAAAAAAJXhqINBRVCfIxHwhVG1wOfm0mI"
"Marketplace","548231218692089","2025-09-30","12:57:00 PM","America/New_York","7325448","Marina’s Pizza & Pasta - 12121 W Linebaugh Ave","Little Italy's Calzones","12121 W Linebaugh Ave  ","Tampa","FL","33626","Prepaid Order","Grubhub Delivery","GH+","15.37","0.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.04","-2.31","-1.54","0.00","-0.64","0.00","0.00","-5.00","0.00","6.55",,"BwEAAAAAAG_HCACIFMCeFxHwlMHHR45LnC4"
"Marketplace","833531138684826","2025-09-22","01:18:00 PM","America/New_York","6154984","723 8th St SE","Fiona's Breakfast Burritos","723 8th St SE  ","Washington","DC","20003","Prepaid Order","Grubhub Delivery","GH+","18.47","0.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.28","-2.77","-1.85","0.00","-0.74","-0.81","0.00","-5.00","0.00","8.11",,"BwEAAAAAAF3q6KYaBECX0BHwhEGV_eO2mtA"
"Marketplace","702931136733748","2025-09-22","07:00:00 AM","America/New_York","7099080","Jonny's Place - 370 Main St","Jewel's Breakfast Joint","370 Main St  ","East Orange","NJ","07018","Prepaid Order","Grubhub Delivery","non GH+","129.93","8.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","138.35","-19.49","-12.99","0.00","-4.43","0.00","0.00","-3.00","0.00","98.44",,"BwEAAAAAAGxSyO9PSJCXShHwiJGTMxMEk_g"
"Marketplace","529731208919810","2025-09-29","06:33:00 PM","America/New_York","2285420",,"Taco Paradiso","1404 Madison Ave ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","16.77","1.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.89","-2.52","-1.68","0.00","-0.72","0.00","0.00","-4.19","0.00","8.78",,"BwEAAAAAACLfbBkIYoKdgBHwooO7xsC2Z-M"
"Marketplace","648431190155611","2025-09-28","12:15:00 PM","America/New_York","2644600",,"Flavor of Greek","122 E 57th St #1A  ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","17.99","0.00","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.99","-2.70","-1.80","0.00","-0.70","0.00","0.00","-5.00","0.00","7.79",,"BwEAAAAAAChaeOq4xVKcgBHwhVM5l_ZgnWA"
"Marketplace","201331136874635","2025-09-22","12:01:00 PM","America/New_York","3310144","Lee Hwy","Martha's Breakfast Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","Prepaid Order","Grubhub Delivery","GH+","16.16","0.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.95","-2.42","-1.62","0.00","-0.73","0.00","0.00","-3.00","0.00","9.18",,"BwEAAAAAADKCQPm8eRCXxxHwuRHlyspMoBY"
"Marketplace","917831139996859","2025-09-22","11:00:00 AM","America/New_York","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","30.07","1.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.57","-4.51","-3.01","0.00","-1.11","-1.50","0.00","-5.00","0.00","16.44",,"BwEAAAAAAJXVwPiAhmCXthHwhmGbSfYKYVo"
"Marketplace","942131172925387","2025-09-25","11:57:00 PM","America/New_York","2741308",,"Nancy's Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","20.97","1.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.39","-3.15","-2.10","0.00","-0.83","0.00","0.00","-5.00","0.00","11.31",,"BwEAAAAAACnUPLUef7KaiBHwv7MBZxgMggc"
"Marketplace","552631142088647","2025-09-23","04:54:00 PM","America/New_York","4834440","197 Havemeyer St.","The Mazza Palace","197 Havemeyer St  ","Brooklyn","NY","11211","Prepaid Order","Grubhub Delivery","GH+","28.18","2.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.24","-4.23","-2.82","0.00","-1.07","0.00","0.00","-5.00","0.00","17.12",,"BwEAAAAAAEnEiA8sIMCYuBHwoMGrVbixA-M"
"Marketplace","081231208182688","2025-09-29","03:08:00 AM","America/Los_Angeles","2900806",,"The Shawarma Bar (Polk St)","1338 Polk St  ","San Francisco","CA","94109","Prepaid Order","Grubhub Delivery","non GH+","49.48","3.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","53.31","-7.42","-4.95","0.00","-1.77","0.00","0.00","-5.00","0.00","34.17",,"BwEAAAAAACxDRjdHUKCdFRHwkKGLfuwyBhg"
"Marketplace","476631186526086","2025-09-27","09:13:00 AM","America/Los_Angeles","3311036","Crenshaw Blvd","High Life Breakfast Sandwiches","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","Prepaid Order","Grubhub Delivery","GH+","16.98","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.38","-2.55","-1.70","0.00","-0.77","0.00","0.00","-3.00","0.00","10.36",,"BwEAAAAAADKFvIjhrdCbthHwrdGtwfuyBHU"
"Marketplace","006531134838229","2025-09-22","12:08:00 PM","America/New_York","2795348",,"The Minister Wraps ","228 George St  ","New Brunswick","NJ","08901","Prepaid Order","Grubhub Delivery","non GH+","14.89","0.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.88","-2.23","-1.49","0.00","-0.78","0.00","0.00","0.00","0.00","11.38",,"BwEAAAAAACqnVFZV__CXyhHwv_EvBN9wyJw"
"Marketplace","997331132655807","2025-09-22","03:25:00 AM","America/New_York","10373776","7th Ave","The Village Breakfast","154 7th Ave  ","New York","NY","10011","Prepaid Order","Grubhub Delivery","non GH+","18.16","1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.77","-2.72","-1.82","0.00","-0.90","0.00","0.00","0.00","0.00","14.33",,"BwEAAAAAAJ5KkBgXZcCXgBHwpcFrTbNpl64"
"Marketplace","997331132655807","2025-09-22","03:25:00 AM","America/New_York","10373776","7th Ave","The Village Breakfast","154 7th Ave  ","New York","NY","10011","Cancellation","Grubhub Delivery","non GH+","-18.16","-1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-19.77","2.72","1.82","0.00","0.90","0.00","0.00","0.00","0.00","-14.33","Cancelled by Merchant","CQMAAAAAAJ5KkBgXZcCXgBHwpcFrTbNpl64AAAAB"
"Marketplace","750731183132889","2025-09-27","05:59:00 PM","America/New_York","3310764","Pennsylvania Ave","The American Dream Kitchen","820 Pennsylvania Ave  ","Pittsburgh","PA","15233","Prepaid Order","Grubhub Delivery","GH+","21.98","1.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.31","-3.30","-2.20","0.00","-0.92","-1.33","0.00","-3.00","0.00","12.56",,"BwEAAAAAADKErGXtumCb5RHwumEdU-7Cso4"
"Marketplace","841231176085486","2025-09-25","09:15:00 PM","America/Los_Angeles","3309831","3rd St","Addictive Fried Chicken","5155 3rd St  ","San Francisco","CA","94124","Prepaid Order","Grubhub Delivery","GH+","34.92","2.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.50","-5.24","-3.49","0.00","-1.29","0.00","0.00","-5.00","0.00","22.48",,"BwEAAAAAADKBB2nCz9iaiBHwj9lZC3qHKC8"
"Marketplace","688931193620355","2025-09-28","05:00:00 PM","America/New_York","2410420",,"The Wings Express","1147 West Chester Pike ","West Chester","PA","19382","Order Adjustment","Grubhub Delivery","GH+","-2.99","-0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.17","0.00","0.00","0.00","0.00","0.18","0.00","0.00","0.00","-2.99","Refund due to a missing item","CQMAAAAAACTHtNEjoRCcpxHwoRF1rkaL6tsAAAAB"
"Marketplace","688931193620355","2025-09-28","05:00:00 PM","America/New_York","2410420",,"The Wings Express","1147 West Chester Pike ","West Chester","PA","19382","Prepaid Order","Grubhub Delivery","GH+","31.96","1.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","33.40","-4.79","-3.20","0.00","-1.07","-1.44","0.00","-8.00","0.00","14.90",,"BwEAAAAAACTHtNEjoRCcpxHwoRF1rkaL6ts"
"Marketplace","549431189038847","2025-09-27","01:34:00 PM","America/New_York","2134100",,"Red Wagon Diner","122 E 57th St ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","16.49","0.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.24","-2.47","-1.65","0.00","-0.58","0.00","0.00","-8.00","0.00","4.54",,"BwEAAAAAACCQVCp2zxCbxBHwjxEZfcUnc0U"
"Marketplace","743531179083838","2025-09-25","10:31:00 PM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","non GH+","11.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.05","-1.80","-1.20","0.00","-0.70","0.00","0.00","0.00","0.00","9.35",,"BwEAAAAAACmhZYnlNECaexHwtEGXGzOLGSk"
"Marketplace","703731204108213","2025-09-29","07:42:00 PM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","16.99","1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.50","-3.40","-1.70","0.00","-0.86","0.00","0.00","0.00","0.00","12.54",,"BwEAAAAAAAyPs5mcUrCdhxHwkrFhVEhSRPU"
"Marketplace","317531192398646","2025-09-28","02:49:00 PM","America/New_York","2410420",,"The Wings Express","1147 West Chester Pike ","West Chester","PA","19382","Prepaid Order","Grubhub Delivery","non GH+","34.97","1.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.77","-5.25","-3.50","0.00","-1.27","-1.80","0.00","-5.00","0.00","19.95",,"BwEAAAAAACTHtMcVr4CclhHwr4EfXdnQKv8"
"Marketplace","943231172886463","2025-09-26","03:53:00 AM","America/New_York","7753808","Oakwood Bagels - 101 Guyon Ave","Doughboys Sandwiches","101 Guyon Ave  ","Staten Island","NY","10306","Prepaid Order","Grubhub Delivery","GH+","43.21","3.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","46.60","-6.48","-4.32","0.00","-1.57","0.00","0.00","-5.00","0.00","29.23",,"BwEAAAAAAHZQUFKSLKCaqBHwrKFPfpPKm-Y"
"Marketplace","943231172886463","2025-09-26","04:02:36 AM","America/New_York","7753808","Oakwood Bagels - 101 Guyon Ave","Doughboys Sandwiches","101 Guyon Ave  ","Staten Island","NY","10306","Order Adjustment","Grubhub Delivery","GH+","-9.97","-0.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-10.85","MISSING_ITEM - Refund requested by diner via help interaction","CQMAAAAAAHZQUFKSLKCaqBHwrKFPfpPKm-YAAAAB"
"Marketplace","699431180915762","2025-09-27","08:18:00 PM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","41.97","3.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.70","-8.39","-4.20","0.00","-1.69","0.00","0.00","0.00","0.00","31.42",,"BwEAAAAAAAyPs5OhWwCb-hHwmwHBNFG6tfw"
"Marketplace","989631197494890","2025-09-28","07:31:00 PM","America/New_York","2730695",,"Charlie's Chicken Wings","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","19.58","1.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.05","-2.94","-1.96","0.00","-0.85","0.00","0.00","-3.00","0.00","12.30",,"BwEAAAAAACmqx4nlBqCcvxHwhqFZI-NJwZk"
"Marketplace","814931208443406","2025-09-29","09:34:00 AM","America/New_York","2223864",,"Fiona's Pancake Bar","1404 Madison Avenue  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","18.18","1.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.35","-2.73","-1.82","0.00","-0.74","0.00","0.00","-5.00","0.00","9.06",,"BwEAAAAAACHu-GqxWECdKhHwmEHdTFmTPIs"
"Marketplace","649531170595500","2025-09-26","12:35:00 PM","America/New_York","3300958","30th St","Sin City Burger Spot","34-02 30th St  ","Astoria","NY","11106","Prepaid Order","Grubhub Delivery","GH+","22.38","0.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.16","-3.36","-2.24","0.00","-0.91","0.00","0.00","-3.00","0.00","13.65",,"BwEAAAAAADJeXmqLt_Ca8hHwt_Fd_MimuJM"
"Marketplace","502831116904486","2025-09-22","12:00:00 PM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","35.98","3.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.18","-7.20","-3.60","0.00","-1.49","0.00","0.00","0.00","0.00","26.89",,"BwEAAAAAAAyPs-QISTCWJRHwiTHJCNq3qJ0"
"Marketplace","238231166283422","2025-09-24","09:37:00 PM","America/Chicago","10375504","Union","Fallon's Fried Chicken","327 Union St  ","Nashville","TN","37201","Prepaid Order","Grubhub Delivery","GH+","22.37","1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.06","-3.36","-2.24","0.00","-0.88","0.00","0.00","-5.00","0.00","12.58",,"BwEAAAAAAJ5RUGFNCoCZsxHwioGJD_muqjE"
"Marketplace","288131208494147","2025-09-29","12:03:00 PM","America/New_York","3310144","Lee Hwy","Martha's Breakfast Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","Prepaid Order","Grubhub Delivery","GH+","16.16","0.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.95","-2.42","-1.62","0.00","-0.73","0.00","0.00","-3.00","0.00","9.18",,"BwEAAAAAADKCQHJ0DmCdSBHwjmERz9iMlBY"
"Marketplace","886931236242277","2025-10-02","01:08:00 PM","America/New_York","7753808","Oakwood Bagels - 101 Guyon Ave","Doughboys Sandwiches","101 Guyon Ave  ","Staten Island","NY","10306","Prepaid Order","Grubhub Delivery","non GH+","21.66","1.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.14","-2.50","-2.17","0.00","-0.85","0.00","0.00","0.00","-5.00","12.62",,"BwEAAAAAAHZQUE0zsTKfrBHwsTNphQohY9o"
"Marketplace","870431251602232","2025-10-04","04:06:00 PM","America/New_York","2741308",,"Nancy's Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","non GH+","21.67","1.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.11","-3.25","-2.17","0.00","-0.84","0.00","0.00","-5.42","0.00","11.43",,"BwEAAAAAACnUPHIeh1ChWRHwh1H7xFJjxqQ"
"Marketplace","867731276112407","2025-10-05","09:09:00 PM","America/New_York","5021648","1 Kedron Ave Unit 4","Casa Pasta Ristorante","1 Kedron Ave  ","Morton","PA","19070","Prepaid Order","Grubhub Delivery","GH+","40.87","2.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.02","-6.13","-4.09","0.00","-1.46","-2.15","0.00","-5.00","0.00","24.19",,"BwEAAAAAAEyf0Jiz_BCiSRHwvBGvuCf-sMY"
