"payout_date","payout_type","store_name","street_address","grubhub_store_id","store_number","distribution_id","short_distribution_id","deposit_id","order_number","transaction_date","transaction_time_local","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_id"
"2025-10-03","Month End","The Sandwich Vibe","1306 Atlantic Ave  ","6890744","Wholesome Farms Market - 1306 Atlantic Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBTB6IaB-JB15zL5ZiiGI4r",,"AQAAAAAAaST4AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","709731208796797","2025-09-29","12:24:00 AM","Prepaid Order","Grubhub Delivery","GH+","20.38","1.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.74","-3.06","-2.04","0.00","-0.81","0.00","0.00","-5.10","0.00","10.73","BwEAAAAAAGkk-GMzj6Cc5hHwj6G9yIDLUQk"
"2025-10-03","Month End","First Light Breakfast Cafe","557 Englishtown Rd  ","3309348","Englishtown Rd","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIAvw_njQTND8bj6A92bpwnw",,"AQAAAAAAMn8kAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","219531181574443","2025-09-27","11:30:00 AM","Prepaid Order","Grubhub Delivery","non GH+","25.15","1.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.62","-3.77","-2.52","0.00","-1.02","0.00","0.00","-3.00","0.00","16.31","BwEAAAAAADJ_JI_qbSCbsBHwrSEBWYTgeFs"
"2025-10-03","Month End","The Ice Cream Lab (1st Avenue)","937 1st Avenue  ","2776710",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBSFHG_T91ONZY4ZF_X6JFu",,"AQAAAAAAKl6GAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","662131199337695","2025-09-27","09:11:00 PM","Prepaid Order","Grubhub Delivery","non GH+","20.14","1.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.48","-3.02","-2.01","0.00","-0.80","0.00","0.00","-5.00","0.00","10.65","BwEAAAAAACpehk7r5NCcBBHwpNHfSdNOrdE"
"2025-09-26","ACH","Blake's Dessert Lounge","1338 Polk St  ","10363736","Polk St","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAyPiIjc3pJ5L3I27bgotyj","250926247bgotyj","AQAAAAAAniNYAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","946431101220255","2025-09-18","11:30:14 PM","Order Adjustment","Grubhub Delivery","GH+","-11.99","-1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.02","CQMAAAAAAJ4jWAp72nCVGxHwmnGPKPrYBNsAAAAC"
"2025-09-26","ACH","Nakamura Ramen House","400 W Indian School Rd  ","3310403","W Indian School Rd","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDAzwhhDcNIIJwEowi3wbYq","25092624wi3wbYq","AQAAAAAAMoNDAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","272331125387558","2025-09-20","10:32:00 PM","Prepaid Order","Grubhub Delivery","GH+","14.69","1.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.95","-2.20","-1.47","0.00","-0.79","0.00","0.00","0.00","0.00","11.49","BwEAAAAAADKDQ_2ihzCWphHwhzFHxTevLFA"
"2025-09-26","ACH","The Chopped Salad","164-01 Hillside Avenue  ","3311297","Hillside Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICLolza-tBIvb6uekJFu2zg","25092624kJFu2zg","AQAAAAAAMobBAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","028331102737443","2025-09-19","06:13:00 PM","Prepaid Order","Grubhub Delivery","GH+","15.39","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.81","-2.31","-1.54","0.00","-0.63","0.00","0.00","-5.00","0.00","6.33","BwEAAAAAADKGwZVOmCKVnxHwmCNDsWEh8oc"
"2025-09-26","ACH","The Village Breakfast","154 7th Ave  ","10373776","7th Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAafeSqgXhKNIbsKQxIovSm","25092624QxIovSm","AQAAAAAAnkqQAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","997331132655807","2025-09-22","03:25:00 AM","Cancellation","Grubhub Delivery","non GH+","-18.16","-1.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-19.77","2.72","1.82","0.00","0.90","0.00","0.00","0.00","0.00","-14.33","CQMAAAAAAJ5KkBgXZcCXgBHwpcFrTbNpl64AAAAB"
"2025-09-26","ACH","The Village Breakfast","769 9th Ave  ","4499064","769 9th Ave #1","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICdKBH91vxH0qEXTLT8Hl9y","25092624LT8Hl9y","AQAAAAAARKZ4AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","838531078262884","2025-09-16","02:52:00 PM","Prepaid Order","Grubhub Delivery","GH+","15.67","1.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.06","-2.35","-1.57","0.00","-0.82","0.00","0.00","0.00","0.00","12.32","BwEAAAAAAESmeIsm-ICTJxHwuIEVXWNIQDM"
"2025-09-26","ACH","Priya's Indian Kitchen","716 10th Ave ","823219",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBzad1b0h5DarJQyl6swZGP","25092624l6swZGP","AQAAAAAADI-zAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","171831109834225","2025-09-18","08:42:00 PM","Prepaid Order","Grubhub Delivery","GH+","24.97","2.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.19","-4.99","-2.50","0.00","-1.13","0.00","0.00","0.00","0.00","18.57","BwEAAAAAAAyPs5Kgm_CU6xHwm_Gr7Ph7N9Q"
"2025-09-26","ACH","Nancy's Grilled Cheese","1760 3rd Ave  ","2741308",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBvuNPxcUtJMbZMhXjkIodo","25092624XjkIodo","AQAAAAAAKdQ8AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","105331083471936","2025-09-17","04:26:00 AM","Prepaid Order","Grubhub Delivery","GH+","27.94","2.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.98","-4.19","-2.79","0.00","-1.06","0.00","0.00","-5.00","0.00","16.94","BwEAAAAAACnUPGz9FNCTmRHwlNGLI_ulC_4"
"2025-09-26","ACH","The Omelette Farm","240 Sullivan St  ","2964952",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBvNBs_xUlM67WR6po4q-Ot","25092624po4q-Ot","AQAAAAAALT3YAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","724531121214918","2025-09-21","08:27:00 AM","Prepaid Order","Grubhub Delivery","non GH+","41.23","3.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","44.62","-2.06","-6.18","0.00","-1.57","0.00","0.00","-3.00","0.00","31.81","BwEAAAAAAC092F_GT6CW4xHwj6HHPF9BRRM"
"2025-09-26","ACH","Priya's Indian Kitchen","716 10th Ave ","823219",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBzad1b0h5DarJQyl6swZGP","25092624l6swZGP","AQAAAAAADI-zAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","502831116904486","2025-09-22","12:00:00 PM","Prepaid Order","Grubhub Delivery","GH+","35.98","3.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.18","-7.20","-3.60","0.00","-1.49","0.00","0.00","0.00","0.00","26.89","BwEAAAAAAAyPs-QISTCWJRHwiTHJCNq3qJ0"
"2025-09-26","ACH","The Dessert Shack","83 Canal St  ","3325802","Canal St","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBmf2VB6L1DEIW5o04Q450q","2509262404Q450q","AQAAAAAAMr9qAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA",,"2025-09-17","05:46:27 PM","GH Credit",,"non GH+","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.70","AwEAAAAAADK_asOuNoCUDxHwtoEvpBtfMYY"
"2025-09-26","ACH","Jewel's Breakfast Joint","682 Morris Park Ave  ","5849392","Morris Park Avenue","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDBRiefoq1OSbr5v23-o0qO","2509262423-o0qO","AQAAAAAAWUEwAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","267931090041290","2025-09-18","08:46:00 AM","Prepaid Order","Grubhub Delivery","GH+","15.49","0.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.42","-2.32","-1.55","0.00","-0.65","0.00","0.00","-5.00","0.00","6.90","BwEAAAAAAFlBMEN2_SCUiBHwvSFhXJ5olpE"
"2025-09-26","ACH","Cheesecake And Dessert Bar (Polk St)","1338 Polk St  ","2900330",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIDUTOJegCJMeo_D05fVFtUT","250926245fVFtUT","AQAAAAAALEFqAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","199831146313813","2025-09-22","07:27:00 PM","Prepaid Order","Grubhub Delivery","GH+","35.96","2.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.63","-5.39","-3.60","0.00","-1.33","0.00","0.00","-5.00","0.00","23.31","BwEAAAAAACxBahOLWECYIBHwmEHD0OKXWgU"
"2025-09-26","ACH","The Sandwich Vibe","1306 Atlantic Ave  ","6890744","Wholesome Farms Market - 1306 Atlantic Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBTB6IaB-JB15zL5ZiiGI4r","25092624ZiiGI4r","AQAAAAAAaST4AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","295231081855552","2025-09-17","02:06:00 PM","Prepaid Order","Grubhub Delivery","GH+","22.47","1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.02","-3.37","-2.25","0.00","-0.88","0.00","0.00","-5.00","0.00","12.52","BwEAAAAAAGkk-OG7vCCT6xHwvCG7GLpnc2o"
"2025-09-26","ACH","Fat Cheesesteaks","2624 Pico Blvd ","2030753",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIA-y6Zie5VLWoGx1ZbgkV48","25092624ZbgkV48","AQAAAAAAHvyhAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","372231090907741","2025-09-18","05:21:00 PM","Prepaid Order","Grubhub Delivery","non GH+","27.67","2.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.20","-4.15","-2.77","0.00","-1.13","0.00","0.00","-3.00","0.00","19.15","BwEAAAAAAB78oZn4odCU5xHwodGNuCKOz6c"
"2025-09-26","ACH","The American Dream Kitchen","820 Pennsylvania Ave  ","3310764","Pennsylvania Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB5lsfKMTZC7YcxD7iny8bc","250926247iny8bc","AQAAAAAAMoSsAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","973731084764695","2025-09-17","03:22:15 PM","Order Adjustment","Grubhub Delivery","GH+","-5.49","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5.87","0.00","0.00","0.00","0.00","0.38","0.00","0.00","0.00","-5.49","CQMAAAAAADKErHJrv6CT9RHwv6EnVCsKyI0AAAAB"
"2025-09-26","ACH","Devil's Hot Wings","128-12 Liberty Ave  ","4523480","128-12 Liberty Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAQx0mqwWNNULlusng4DTkf","25092624ng4DTkf","AQAAAAAARQXYAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","154630686855656","2025-08-07","11:02:00 PM","Prepaid Order","Grubhub Delivery","GH+","17.98","0.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.50","-2.70","-1.80","0.00","-0.71","0.00","0.00","-5.00","0.00","8.29","BwEAAAAAAEUF2Nd0AEBz-RHwgEGnI5xWTck"
"2025-10-03","Month End","The Chinese Noodle Palace","9737 Manchester Rd  ","2794878",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIA2lZltdkhG04F07i9LCtI5",,"AQAAAAAAKqV-AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","116031189302049","2025-09-27","12:12:00 PM","Prepaid Order","Grubhub Delivery","GH+","18.19","0.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.83","-2.73","-1.82","0.00","-0.78","0.00","0.00","-3.00","0.00","10.50","BwEAAAAAACqlfjpqbHCbvhHwrHGJpsRcOqQ"
"2025-10-03","Month End","Sicily's Calzone House","1275 Milby St  ","10938160","Milby St","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB5vWgzv-dDErrRoS1Q-WT0",,"AQAAAAAApucwAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","058831214475091","2025-09-30","06:57:00 PM","Prepaid Order","Grubhub Delivery","non GH+","48.45","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","52.45","-7.27","-4.85","0.00","-1.90","0.00","0.00","0.00","0.00","38.43","BwEAAAAAAKbnMJSjTpCeUxHwjpGXHHlKMkM"
"2025-10-03","Month End","The Smoothie Squeeze","3360 Broadway  ","3310157","Broadway","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBkhoN2sBRPbLqkBwL7f3-c",,"AQAAAAAAMoJNAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","425631172273022","2025-09-26","08:26:00 AM","Cancellation","Grubhub Delivery","non GH+","-53.49","0.00","-4.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-53.49","8.02","5.35","0.00","1.81","0.00","0.00","4.00","0.00","-34.31","CQMAAAAAADKCTbPnFbCayxHwlbEBHAv_xekAAAAB"
"2025-10-03","Month End","Charlie's Calzone Co","1929 Chestnut St  ","10929056","Chestnut St","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIDC1lBo_CFE_75QZhvcbmzg",,"AQAAAAAApsOgAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","407431183937902","2025-09-27","05:29:00 PM","Prepaid Order","Grubhub Delivery","GH+","34.98","2.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.38","-5.25","-3.50","0.00","-1.29","-2.40","0.00","-5.00","0.00","19.94","BwEAAAAAAKbDoHeOnSCb4BHwnSHHb0fcmYA"
"2025-10-03","Month End","Priya's Indian Kitchen","716 10th Ave ","823219",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBzad1b0h5DarJQyl6swZGP",,"AQAAAAAADI-zAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","699431180915762","2025-09-27","08:18:00 PM","Prepaid Order","Grubhub Delivery","GH+","41.97","3.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.70","-8.39","-4.20","0.00","-1.69","0.00","0.00","0.00","0.00","31.42","BwEAAAAAAAyPs5OhWwCb-hHwmwHBNFG6tfw"
"2025-10-03","Month End","The Pancake Snob","217 1st Avenue  ","2344366",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBm9SR-M45Kr5e6ivFQ-svQ",,"AQAAAAAAI8WuAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","645031177552594","2025-09-26","07:18:00 AM","Prepaid Order","Grubhub Delivery","non GH+","15.67","1.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.06","-2.35","-1.57","0.00","-0.82","0.00","0.00","0.00","0.00","12.32","BwEAAAAAACPFruPRh8CaxRHwh8FPfpPKm-Y"
"2025-10-03","Month End","The Chinese Noodle Palace","9737 Manchester Rd  ","2794878",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIA2lZltdkhG04F07i9LCtI5",,"AQAAAAAAKqV-AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","685731172657398","2025-09-26","01:10:00 PM","Prepaid Order","Grubhub Delivery","GH+","24.18","0.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.08","-3.63","-2.42","0.00","-0.97","0.00","0.00","-3.00","0.00","15.06","BwEAAAAAACqlfjG7CXCa_RHwiXFngqpM4Ew"
"2025-09-26","ACH","Papa's Panini","34-02 30th St  ","3300658","30th St","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIA4DK0vGL9MqYuDoTm8atql","25092624Tm8atql","AQAAAAAAMl0yAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","299231078823555","2025-09-16","03:41:00 AM","Prepaid Order","Grubhub Delivery","non GH+","32.17","1.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","33.34","-4.83","-3.22","0.00","-1.23","0.00","0.00","-3.00","0.00","21.06","BwEAAAAAADJdMoqHMFCSyhHwsFGXlw5H8zQ"
"2025-10-03","Month End","Doughboys Sandwiches","101 Guyon Ave  ","7753808","Oakwood Bagels - 101 Guyon Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBh77LOuORFNZs1FoqUXMWk",,"AQAAAAAAdlBQAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","782031156081347","2025-09-24","04:42:00 AM","Prepaid Order","Grubhub Delivery","GH+","10.89","0.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.86","-1.63","-1.09","0.00","-0.66","0.00","0.00","0.00","0.00","8.48","BwEAAAAAAHZQUPl8XSCZFxHwnSGR6YEzqjA"
"2025-10-03","Month End","The Shawarma Bar (Polk St)","1338 Polk St  ","2900806",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIB8KBxEXq9EH5ZzRXCxD6e6",,"AQAAAAAALENGAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","402531181536589","2025-09-27","03:45:00 AM","Prepaid Order","Grubhub Delivery","GH+","22.99","1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.54","-3.45","-2.30","0.00","-0.90","0.00","0.00","-5.00","0.00","12.89","BwEAAAAAACxDRnbkPuCbiRHwvuHdNNHAyrc"
"2025-10-03","Month End","Grandpa's Omelette Crack","3360 Broadway  ","3300675","Broadway","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIAwAq8UZ35C-LapL50_Uj2T",,"AQAAAAAAMl1DAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","152231192108301","2025-09-27","11:38:00 PM","Order Adjustment","Grubhub Delivery","GH+","-6.99","-0.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.61","CQMAAAAAADJdQ-mZMbCcFhHwsbHxIoXkvCoAAAAB"
"2025-10-03","Month End","Sin City Burger Spot","34-02 30th St  ","3300958","30th St","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQID4qlgeBepCuadP-kbbQpSi",,"AQAAAAAAMl5eAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","507631149914958","2025-09-23","03:46:00 AM","Prepaid Order","Grubhub Delivery","GH+","19.98","0.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.66","-3.00","-2.00","0.00","-0.84","0.00","0.00","-3.00","0.00","11.82","BwEAAAAAADJeXhcU5aCYSxHwpaHXI_JpGvc"
"2025-10-03","Month End","The Chopped Salad","164-01 Hillside Avenue  ","3311297","Hillside Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQICLolza-tBIvb6uekJFu2zg",,"AQAAAAAAMobBAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","210731215454302","2025-09-30","01:34:00 PM","Prepaid Order","Grubhub Delivery","GH+","30.78","0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.76","-4.62","-3.08","0.00","-1.08","0.00","0.00","-6.16","0.00","16.82","BwEAAAAAADKGwaOJm3CeHRHwm3E3FCg3w0k"
"2025-10-03","Month End","Red Wagon Diner","122 E 57th St ","2134100",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIAGFkoyFodAFZptFr3LdiDY",,"AQAAAAAAIJBUAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","467231163164191","2025-09-25","06:00:00 PM","Prepaid Order","Grubhub Delivery","non GH+","24.97","1.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.92","-3.75","-2.50","0.00","-1.03","0.00","0.00","-3.00","0.00","16.64","BwEAAAAAACCQVPH72XCaVBHwmXG_IYzVp1U"
"2025-09-26","ACH","Top Panini Shop (Lexington Ave)","1101 Lexington Ave  ","2786543",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIBnzbjI52RCn7Vqt-DTOQ_A","25092624-DTOQ_A","AQAAAAAAKoTvAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","801529958000957","2025-05-27","02:02:00 PM","Prepaid Order","Grubhub Delivery","GH+","16.98","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.04","-0.85","-2.55","0.00","-0.70","0.00","0.00","-5.00","0.00","8.94","BwEAAAAAACqE76oSqSA7HxHwqSHpnL2Hd_c"
"2025-09-26","ACH","The American Dream Kitchen","820 Pennsylvania Ave  ","3310764","Pennsylvania Ave","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIB5lsfKMTZC7YcxD7iny8bc","250926247iny8bc","AQAAAAAAMoSsAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","973731084764695","2025-09-17","03:12:00 PM","Prepaid Order","Grubhub Delivery","GH+","34.47","2.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.67","-5.17","-3.45","0.00","-1.33","-2.20","0.00","-3.00","0.00","21.52","BwEAAAAAADKErHJrv6CT9RHwv6EnVCsKyI0"
"2025-09-26","ACH","The Chinese Noodle Palace","9737 Manchester Rd  ","2794878",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIA2lZltdkhG04F07i9LCtI5","25092624i9LCtI5","AQAAAAAAKqV-AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","350131115946258","2025-09-20","01:33:00 PM","Prepaid Order","Grubhub Delivery","GH+","25.58","0.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.54","-3.84","-2.56","0.00","-1.02","0.00","0.00","-3.00","0.00","16.12","BwEAAAAAACqlfrnw8kCWSRHwskEzu8HDqlw"
"2025-09-26","ACH","Red Wagon Diner","122 E 57th St ","2134100",,"AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYIAGFkoyFodAFZptFr3LdiDY","25092624r3LdiDY","AQAAAAAAIJBUAAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","162431077370376","2025-09-16","11:00:00 AM","Prepaid Order","Grubhub Delivery","GH+","27.99","2.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.21","-4.20","-2.80","0.00","-1.13","0.00","0.00","-3.00","0.00","19.08","BwEAAAAAACCQVDIUA1CTBBHwg1HvDcn9m4o"
"2025-09-26","ACH","Danny's Desserts","4352 E Speedway Blvd  ","10382520","E Speedway","AQAAAAGZhGR0gAAAAZl6F7yAAAABmXTxYICdrwt0LGlFeLaSnaKlW3w6","25092624aKlW3w6","AQAAAAAAnmy4AAABmYRkdIAAAAGZehe8gAEAAAGZdPFggA","762331111732635","2025-09-19","11:26:00 PM","Prepaid Order","Grubhub Delivery","GH+","9.76","0.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.61","-1.46","-0.98","0.00","-0.62","0.00","0.00","0.00","0.00","7.55","BwEAAAAAAJ5suPMw0DCV5BHwkDGx094lfmU"
"2025-10-03","Month End","Priya's Indian Kitchen","716 10th Ave ","823219",,"AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBzad1b0h5DarJQyl6swZGP",,"AQAAAAAADI-zAAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","254731152591120","2025-09-24","11:33:00 AM","Prepaid Order","Grubhub Delivery","GH+","16.99","1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.50","-3.40","-1.70","0.00","-0.86","0.00","0.00","0.00","0.00","12.54","BwEAAAAAAAyPs3O0-VCZVxHwuVHp_oHnF-Y"
"2025-10-03","Month End","The Sandwich Vibe","1306 Atlantic Ave  ","6890744","Wholesome Farms Market - 1306 Atlantic Ave","AgAAAAGZqHD4gAAAAZmeJECAAAABmZ4kQIBTB6IaB-JB15zL5ZiiGI4r",,"AQAAAAAAaST4AAABmahw-IAAAAGZniRAgAIAAAGZniRAgA","996231228181203","2025-10-01","12:41:55 AM","Order Adjustment","Grubhub Delivery","non GH+","-2.09","-0.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.27","CQMAAAAAAGkk-Nh1JUCeehHwpUGJ8HB2F_QAAAAB"
