"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","549431189036599","2025-09-27","11:02:02 AM","Saturday","11 AM","America/New_York","3326210","30th St","Jewel's Breakfast Joint","34-02 30th St  ","Astoria","NY","11106","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","10.89","0.00","10.89","0.00","0.00","0.44","0.00","11.33","-1.63","-1.09","0.00","-0.65","0.00","0.00","7.96","20","35","20","21","27","1","On-time",,
"Marketplace","350031180410444","2025-09-27","07:15:35 AM","Saturday","7 AM","America/New_York","8570120",,"Manchester Pancake Co.","128 E 4th St  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","39.65","0.00","39.65","0.00","0.00","3.08","0.00","42.73","-5.95","-3.97","0.00","-1.45","0.00","-5.00","26.36","15","14","3","14","17","0","On-time",,
"Marketplace","451231161809435","2025-09-24","08:52:02 PM","Wednesday","8 PM","America/New_York","3326295","1st Ave","Angelo's Wraps Shop","147 1st Ave.  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","28.18","0.00","28.18","0.00","0.00","2.06","0.00","30.24","-4.23","-2.82","0.00","-1.07","0.00","-5.00","17.12","20","68","13","22","59","2","On-time","5",
"Marketplace","968431211306116","2025-09-30","06:38:20 PM","Tuesday","6 PM","America/New_York","3310146","3rd Ave","Fried Munchies Shack","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","34.25","0.00","34.25","0.00","0.00","2.43","0.00","36.68","-5.14","-3.43","0.00","-1.21","0.00","-6.85","20.05","20","238","4","17","36","0","On-time",,
"Marketplace","010631203924254","2025-09-29","12:17:52 AM","Monday","12 AM","America/Chicago","9832880","205 22nd Ave N","Luigi's Pasta Ristorante","329 Union St  ","Nashville","TN","37201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.59","0.00","19.59","0.00","0.00","1.35","0.00","20.94","-2.94","-1.96","0.00","-0.79","0.00","-5.00","10.25","34",,"24","24","57","0","On-time","5",
"Marketplace","729731167535258","2025-09-25","10:45:59 AM","Thursday","10 AM","America/New_York","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","15.58","0.00","15.58","0.00","0.00","1.38","0.00","16.96","-2.34","-1.56","0.00","-0.82","0.00","0.00","12.24","20","10","26","27","36","1","Early",,
"Marketplace","467231163162973","2025-09-25","11:42:05 AM","Thursday","11 AM","America/New_York","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","12.69","0.00","12.69","0.00","0.00","1.13","0.00","13.82","-1.90","-1.27","0.00","-0.72","0.00","0.00","9.93","20","7","11","17","20","0","Early",,
"Marketplace","433231216920060","2025-09-30","07:43:07 AM","Tuesday","7 AM","America/New_York","866300",,"Mary's Pancake House","122 E 57th St Ste A  ","New York","NY","10022","Corporate","Standard Order","ASAP","Self Delivery","No","New","non GH+","19.24","0.00","19.24","1.99","0.00","1.46","3.73","26.42","-4.25","0.00","0.00","-0.96","0.00","-4.81","16.40","15",,,,,,"Unable to Determine","5",
"Marketplace","129631164678209","2025-09-25","04:52:56 PM","Thursday","4 PM","America/New_York","10938064","8th Ave","Luigi's Pasta Ristorante","300 8th Ave  ","New York","NY","10001","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.79","0.00","16.79","0.00","0.00","1.49","0.00","18.28","-2.52","-1.68","0.00","-0.86","0.00","0.00","13.22","15",,"11","12","17","0","On-time",,
"Marketplace","835931184653081","2025-09-27","05:50:10 PM","Saturday","5 PM","America/New_York","2534310",,"Chicken Tenders Bar","122 E 57th St ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.99","0.00","17.99","0.00","0.00","1.33","0.00","19.32","-2.70","-1.80","0.00","-0.80","0.00","-3.00","11.02","15",,"11","15","27","0","On-time",,
"Marketplace","601231227749248","2025-10-01","08:17:04 AM","Wednesday","8 AM","America/New_York","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","18.28","0.00","18.28","0.00","0.00","1.62","0.00","19.90","-2.74","-1.83","0.00","-0.91","0.00","0.00","14.42","20","5","7","8","14","0","Early",,
"Marketplace","161931259062358","2025-10-04","02:41:19 PM","Saturday","2 PM","America/New_York","10938064","8th Ave","Luigi's Pasta Ristorante","300 8th Ave  ","New York","NY","10001","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.79","0.00","16.79","0.00","0.00","1.49","0.00","18.28","-2.52","-1.68","0.00","-0.86","0.00","0.00","13.22","15",,"8","17","22","2","On-time",,
"Marketplace","059731253012764","2025-10-04","12:01:06 PM","Saturday","12 PM","America/New_York","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","29.76","0.00","29.76","0.00","0.00","2.20","0.00","31.96","-4.46","-2.98","0.00","-1.12","0.00","-5.00","18.40","20","10","4","15","25","0","Early",,
"Marketplace","702631259418573","2025-10-03","07:19:03 PM","Friday","7 PM","America/Los_Angeles","3308893","Pico Blvd","Sicily's Calzone House","2624 Pico Blvd  ","Santa Monica","CA","90405","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","50.10","0.00","50.10","0.00","0.00","4.83","0.00","54.93","-7.52","-5.01","0.00","-1.88","0.00","-3.00","37.52","20","25","33","33","52","0","On-time",,
"Marketplace","116631243744116","2025-10-02","06:19:41 PM","Thursday","6 PM","America/Phoenix","9819472","1368 N Arizona Ave","Fallen Angel Wings","1368 N Arizona Ave  ","Chandler","AZ","85225","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","29.77","0.00","29.77","0.00","0.00","1.93","0.00","31.70","-4.47","-2.98","0.00","-1.11","0.00","-5.00","18.14","15","48","15","15","20","0","On-time",,
"Marketplace","908131237856091","2025-10-01","09:03:05 PM","Wednesday","9 PM","America/New_York","1938271",,"Maria's Italian Meatballs","937 1st Avenue ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","16.78","0.00","16.78","0.00","0.00","1.05","0.00","17.83","-2.52","-1.68","0.00","-0.69","0.00","-5.00","7.94","9","25","11","11","14","1","On-time",,
"Marketplace","472731237485652","2025-10-02","03:14:49 PM","Thursday","3 PM","America/New_York","9817944","38-01 Vernon Boulevard","Martha's Pancake Bar","38-01 Vernon Blvd  ","Long Island City","NY","11101","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","27.98","0.00","27.98","0.00","0.00","1.95","0.00","29.93","-4.20","-2.80","0.00","-1.03","0.00","-6.00","15.90","17","12","10","17","41","0","On-time","4","The courier was amazing. He really went above and beyond"
"Marketplace","815431209411647","2025-09-29","01:12:26 PM","Monday","1 PM","America/New_York","9814976","196 1st Ave","Bosscat Burgers","196 1st Ave.  ","New York","NY","10009","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","22.38","0.00","22.38","0.00","0.00","1.54","0.00","23.92","-3.36","-2.24","0.00","-0.88","0.00","-5.00","12.44","16","33","22","33","40","11","Late",,
"Marketplace","294631143679452","2025-09-23","10:37:52 AM","Tuesday","10 AM","America/New_York","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","12.78","0.00","12.78","0.00","0.00","1.13","0.00","13.91","-1.92","-1.28","0.00","-0.72","0.00","0.00","9.99","20","50","6","16","28","0","On-time",,
"Marketplace","127531155718805","2025-09-24","12:28:36 AM","Wednesday","12 AM","America/New_York","3312267","Lexington Ave","Casa De Quesadilla","1424 Lexington Ave  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","16.98","0.00","16.98","0.00","0.00","1.51","0.00","18.49","-2.55","-1.70","0.00","-0.86","0.00","0.00","13.38","20","34","12","15","26","0","On-time",,
"Marketplace","477231164751648","2025-09-25","10:05:08 AM","Thursday","10 AM","America/New_York","6891024","Caffe Venice - 596 3rd Ave","CJ's Breakfast Sandwich","596 3rd Ave  ","New York","NY","10016","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","11.29","0.00","11.29","0.00","0.00","0.74","0.00","12.03","-1.69","-1.13","0.00","-0.58","0.00","-3.00","5.63","20","11","14","23","33","3","Early",,
"Marketplace","581331174188283","2025-09-26","09:16:22 AM","Friday","9 AM","America/New_York","2816779",,"Justin's Juice Bar","257 Gold St  ","Brooklyn","NY","11201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","62.32","0.00","62.32","0.00","0.00","5.27","0.00","67.59","-9.35","-6.23","0.00","-2.27","0.00","-3.00","46.74","14",,"29","31","38","2","On-time",,
"Marketplace","990031159357214","2025-09-24","10:40:17 AM","Wednesday","10 AM","America/New_York","3310812","Hillside Ave","Top Panini Shop","164-01 Hillside Avenue  ","Jamaica","NY","11432","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","16.88","0.00","16.88","0.00","0.00","0.48","0.00","17.36","-2.53","-1.69","0.00","-0.68","0.00","-5.00","7.46","23","22","14","15","32","0","On-time",,
"Marketplace","880831190983097","2025-09-28","07:32:54 AM","Sunday","7 AM","America/New_York","6893792","Dream Gourmet Deli inc. - 111 East 161 Street","Amanda's Breakfast Lounge","111 E 161 St  ","Bronx","NY","10452","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","65.41","0.00","65.41","0.00","0.00","2.50","0.00","67.91","-9.81","-6.54","0.00","-2.28","0.00","-3.00","46.28","20","0","13","21","51","1","Early",,
"Marketplace","883731230534352","2025-10-02","07:00:00 PM","Thursday","7 PM","America/New_York","2040775",,"Ava's Fried Chicken","820 Pennsylvania Ave ","Pittsburgh","PA","15233","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","New","GH+","46.95","0.00","46.95","0.00","0.00","3.08","0.00","50.03","-7.04","-4.70","0.00","-1.73","-3.08","-3.00","30.48",,,,,,"5","On-time",,
"Marketplace","777731279491581","2025-10-05","10:26:26 PM","Sunday","10 PM","America/New_York","2744794",,"Hero Sandwich Shop","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","25.96","0.00","25.96","0.00","0.00","1.77","0.00","27.73","-3.89","-2.60","0.00","-0.96","0.00","-6.00","14.28","13","10","5","12","29","0","On-time",,
"Marketplace","540631275216007","2025-10-05","11:20:35 PM","Sunday","11 PM","America/Los_Angeles","9819608","18300 Vanowen St","K's Slice of Cake","18300 Vanowen St  ","Los Angeles","CA","91335","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","6.99","0.00","6.99","0.00","0.00","0.42","0.00","7.41","-1.05","-0.70","0.00","-0.53","0.00","0.00","5.13","15","1","21","22","34","1","Early",,
"Marketplace","123031210085862","2025-09-30","04:04:29 AM","Tuesday","4 AM","America/New_York","3312441","1st Avenue","Muf's Muffin Shop","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.48","0.00","16.48","0.00","0.00","1.10","0.00","17.58","-2.47","-1.65","0.00","-0.71","0.00","-4.12","8.63","20","22","16","18","27","0","On-time",,
"Marketplace","382031191178862","2025-09-27","10:23:18 PM","Saturday","10 PM","America/New_York","3300981","Broadway","The Classic Juice","3360 Broadway  ","New York","NY","10031","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.98","0.00","18.98","0.00","0.00","1.24","0.00","20.22","-2.85","-1.90","0.00","-0.76","0.00","-5.00","9.71","20","7","49","54","74","5","Early",,
"Marketplace","472031136424335","2025-09-22","07:00:00 AM","Monday","7 AM","America/New_York","3312441","1st Avenue","Muf's Muffin Shop","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","New","GH+","20.47","0.00","20.47","0.00","0.00","1.82","0.00","22.29","-3.07","-2.05","0.00","-0.98","0.00","0.00","16.19",,,,,,"0","Early",,
"Marketplace","795931212303287","2025-09-30","06:52:25 PM","Tuesday","6 PM","America/New_York","3311342","Broadway","Sunny's Sandwiches Bistro","3360 Broadway  ","New York","NY","10031","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.76","0.00","16.76","0.00","0.00","1.22","0.00","17.98","-2.51","-1.68","0.00","-0.76","0.00","-3.00","10.03","20","15","3","16","30","0","On-time",,
"Marketplace","784231201129215","2025-09-29","11:30:00 AM","Monday","11 AM","America/Chicago","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","Corporate","Standard Order","Scheduled","Grubhub Delivery","No","Returning","GH+","15.49","0.00","15.49","0.00","0.00","0.87","0.00","16.36","-2.32","-1.55","0.00","-0.65","0.00","-5.00","6.84",,,,,,"0","On-time",,
"Marketplace","006531134862648","2025-09-22","07:02:12 AM","Monday","7 AM","America/New_York","6893792","Dream Gourmet Deli inc. - 111 East 161 Street","Amanda's Breakfast Lounge","111 E 161 St  ","Bronx","NY","10452","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.08","-4.19","11.89","0.00","0.00","0.36","0.00","12.25","-2.41","-1.61","0.00","-0.71","0.00","-3.00","4.52","20","0","9","23","38","3","Early",,
"Marketplace","644831219762521","2025-09-30","10:10:55 AM","Tuesday","10 AM","America/New_York","866300",,"Mary's Pancake House","122 E 57th St Ste A  ","New York","NY","10022","Corporate","Standard Order","ASAP","Self Delivery","No","Loyal","non GH+","16.99","0.00","16.99","1.99","0.00","1.39","3.38","23.75","-3.80","0.00","0.00","-0.92","0.00","-3.40","15.63","15",,,,,,"Unable to Determine",,
"Marketplace","987931149939598","2025-09-23","04:39:42 AM","Tuesday","4 AM","America/Los_Angeles","9813416","1338 Polk St","Allan's Cheesesteaks","1338 Polk St  ","San Francisco","CA","94109","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","33.96","0.00","33.96","0.00","0.00","2.93","0.00","36.89","-5.09","-3.40","0.00","-1.43","0.00","0.00","26.97","15","7","17","18","25","2","Early",,
"Marketplace","067031165671943","2025-09-25","10:03:40 AM","Thursday","10 AM","America/New_York","5028128","3907 Lee Hwy","Breakfast Burrito Joint","3907 Lee Hwy  ","Arlington","VA","22207","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.99","0.00","16.99","0.00","0.00","0.84","0.00","17.83","-2.55","-1.70","0.00","-0.75","0.00","-3.00","9.83","20","94","24","24","41","0","On-time",,
"Marketplace","867531205536651","2025-09-29","08:00:13 PM","Monday","8 PM","America/New_York","8568728",,"Evan's Burger Empire","1175 2nd Ave  ","New York","NY","10065","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","13.99","0.00","13.99","0.00","0.00","0.98","0.00","14.97","-1.65","-1.40","0.00","-0.67","0.00","-3.00","8.25","15","9","15","17","20","2","Early",,
"Marketplace","767831147584922","2025-09-23","09:12:44 AM","Tuesday","9 AM","America/New_York","8570120",,"Manchester Pancake Co.","128 E 4th St  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.18","0.00","13.18","0.00","0.00","1.17","0.00","14.35","-1.98","-1.32","0.00","-0.74","0.00","0.00","10.31","15","0","29","30","33","1","Early",,
"Marketplace","418531171062043","2025-09-26","03:02:32 AM","Friday","3 AM","America/New_York","8565920",,"Amores Taqueria","382 8th Ave  ","New York","NY","10001","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","25.16","0.00","25.16","0.00","0.00","1.79","0.00","26.95","-3.77","-2.52","0.00","-0.97","0.00","-5.00","14.69","15","0","9","12","20","0","Early",,
"Marketplace","595031213307345","2025-09-30","06:31:08 PM","Tuesday","6 PM","America/New_York","3310812","Hillside Ave","Top Panini Shop","164-01 Hillside Avenue  ","Jamaica","NY","11432","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","15.08","0.00","15.08","0.00","0.00","0.45","0.00","15.53","-2.26","-1.51","0.00","-0.66","0.00","-3.77","7.33","26","37","18","26","52","0","On-time",,
"Marketplace","749931187792154","2025-09-27","03:01:08 PM","Saturday","3 PM","America/New_York","2789205",,"Charlie's Calzone Co (Bergen Turnpike)","4410 Bergen Turnpike  ","North Bergen","NJ","07047","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.67","0.00","16.67","0.00","0.00","0.77","0.00","17.44","-2.50","-1.67","0.00","-0.68","0.00","-5.00","7.59","16","52","23","40","54","17","Late","5",
"Marketplace","977431153596499","2025-09-24","09:45:29 AM","Wednesday","9 AM","America/New_York","6891024","Caffe Venice - 596 3rd Ave","CJ's Breakfast Sandwich","596 3rd Ave  ","New York","NY","10016","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","8.49","0.00","8.49","0.00","0.00","0.75","0.00","9.24","-1.27","-0.85","0.00","-0.58","0.00","0.00","6.54","20","24","8","18","32","0","On-time",,
"Marketplace","833331212465619","2025-09-30","08:58:32 AM","Tuesday","8 AM","America/New_York","3301276","7th Ave","Holy Grail Omelettes","154 7th Ave  ","New York","NY","10011","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.28","0.00","16.28","0.00","0.00","1.16","0.00","17.44","-2.44","-1.63","0.00","-0.73","0.00","-3.26","9.38","20",,"17","18","26","0","On-time",,
"Marketplace","867731266112100","2025-10-04","07:11:13 PM","Saturday","7 PM","America/Chicago","9832880","205 22nd Ave N","Luigi's Pasta Ristorante","329 Union St  ","Nashville","TN","37201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.59","0.00","19.59","0.00","0.00","1.35","0.00","20.94","-2.94","-1.96","0.00","-0.79","0.00","-5.00","10.25","20","322","24","25","35","1","On-time",,
"Marketplace","242131225032602","2025-09-30","07:19:27 PM","Tuesday","7 PM","America/Chicago","9832880","205 22nd Ave N","Luigi's Pasta Ristorante","329 Union St  ","Nashville","TN","37201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","39.18","0.00","39.18","0.00","0.00","3.16","0.00","42.34","-5.88","-3.92","0.00","-1.44","0.00","-5.00","26.10","21","551","20","23","50","2","On-time",,
"Marketplace","387131243643502","2025-10-02","11:31:44 PM","Thursday","11 PM","America/New_York","3312267","Lexington Ave","Casa De Quesadilla","1424 Lexington Ave  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","12.69","0.00","12.69","0.00","0.00","1.13","0.00","13.82","-1.90","-1.27","0.00","-0.72","0.00","0.00","9.93","20","0","9","9","17","0","Early",,
"Marketplace","722531260603277","2025-10-05","03:25:40 AM","Sunday","3 AM","America/New_York","9819560","245 E Houston St","The Dessert Dream","245 E Houston St  ","New York","NY","10002","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.18","0.00","18.18","0.00","0.00","1.17","0.00","19.35","-2.73","-1.82","0.00","-0.74","0.00","-5.00","9.06","15","5","6","8","18","0","Early",,
"Marketplace","736831225157135","2025-09-30","10:42:38 PM","Tuesday","10 PM","America/New_York","2786288",,"Palm Tree Juice Bar (1st Ave)","217 1st Ave  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","34.97","0.00","34.97","0.00","0.00","2.66","0.00","37.63","-5.25","-3.50","0.00","-1.30","0.00","-5.00","22.58","20",,"8","12","31","0","On-time",,
"Marketplace","736831225106708","2025-10-01","11:13:17 AM","Wednesday","11 AM","America/New_York","10938064","8th Ave","Luigi's Pasta Ristorante","300 8th Ave  ","New York","NY","10001","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","18.18","0.00","18.18","0.00","0.00","1.61","0.00","19.79","-2.73","-1.82","0.00","-0.90","0.00","0.00","14.34","15",,"3","15","33","0","On-time",,
"Marketplace","544731264937935","2025-10-05","07:06:22 PM","Sunday","7 PM","America/New_York","3310146","3rd Ave","Fried Munchies Shack","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.76","0.00","16.76","0.00","0.00","1.22","0.00","17.98","-2.51","-1.68","0.00","-0.76","0.00","-3.00","10.03","20","210","5","23","47","3","On-time",,
"Marketplace","342031193402144","2025-09-28","10:55:28 AM","Sunday","10 AM","America/New_York","10938064","8th Ave","Luigi's Pasta Ristorante","300 8th Ave  ","New York","NY","10001","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","26.57","0.00","26.57","0.00","0.00","2.36","0.00","28.93","-3.99","-2.66","0.00","-1.18","0.00","0.00","21.10","22",,"12","14","33","0","On-time",,
"Marketplace","954631227269665","2025-10-01","10:49:26 AM","Wednesday","10 AM","America/New_York","3300891","Hillside Ave","Penny's Pancakes","164-01 Hillside Avenue  ","Jamaica","NY","11432","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","19.97","0.00","19.97","0.00","0.00","0.80","0.00","20.77","-3.00","-2.00","0.00","-0.93","0.00","0.00","14.84","28","54","10","12","27","0","On-time",,
"Marketplace","175031275679897","2025-10-05","09:34:33 PM","Sunday","9 PM","America/New_York","3310812","Hillside Ave","Top Panini Shop","164-01 Hillside Avenue  ","Jamaica","NY","11432","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.87","0.00","19.87","0.00","0.00","0.60","0.00","20.47","-2.98","-1.99","0.00","-0.77","0.00","-4.97","9.76","24","193","9","13","18","0","On-time",,
"Marketplace","176831254013050","2025-10-04","12:35:19 AM","Saturday","12 AM","America/Chicago","9832880","205 22nd Ave N","Luigi's Pasta Ristorante","329 Union St  ","Nashville","TN","37201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","22.38","0.00","22.38","0.00","0.00","1.61","0.00","23.99","-3.36","-2.24","0.00","-0.88","0.00","-5.00","12.51","28","19","23","27","35","0","Early",,
"Marketplace","959031195862623","2025-09-28","08:10:33 AM","Sunday","8 AM","America/New_York","866300",,"Mary's Pancake House","122 E 57th St Ste A  ","New York","NY","10022","Corporate","Standard Order","ASAP","Self Delivery","No","New","non GH+","39.97","0.00","39.97","1.99","0.00","3.11","7.30","52.37","-8.39","0.00","0.00","-1.68","0.00","-7.00","35.30","15",,,,,,"Unable to Determine",,
"Marketplace","728231204257554","2025-09-29","02:21:51 PM","Monday","2 PM","America/Phoenix","9819472","1368 N Arizona Ave","Fallen Angel Wings","1368 N Arizona Ave  ","Chandler","AZ","85225","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","22.77","0.00","22.77","0.00","0.00","1.39","0.00","24.16","-3.42","-2.28","0.00","-0.88","0.00","-5.00","12.58",,,,,,,"Unable to Determine",,
"Marketplace","825131163840204","2025-09-25","12:52:47 AM","Thursday","12 AM","America/New_York","3312267","Lexington Ave","Casa De Quesadilla","1424 Lexington Ave  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","25.47","0.00","25.47","0.00","0.00","2.00","0.00","27.47","-3.82","-2.55","0.00","-1.05","0.00","-3.00","17.05","20","0","2","9","26","0","Early","5",
"Marketplace","730331264504920","2025-10-05","08:53:10 AM","Sunday","8 AM","America/New_York","8570120",,"Manchester Pancake Co.","128 E 4th St  ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.57","0.00","19.57","0.00","0.00","1.30","0.00","20.87","-2.94","-1.96","0.00","-0.79","0.00","-4.89","10.29","15","15","6","15","27","0","On-time",,
"Marketplace","328131267080144","2025-10-05","04:25:56 AM","Sunday","4 AM","America/New_York","2727983",,"Philly Cheesesteak Artists","755 9th Ave  ","New York","NY","10019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","27.48","0.00","27.48","0.00","0.00","1.91","0.00","29.39","-4.12","-2.75","0.00","-1.01","0.00","-6.00","15.51",,,,,,,"Unable to Determine",,
"Marketplace","236931232302844","2025-10-01","07:30:25 PM","Wednesday","7 PM","America/Chicago","7104064","Pizza Zone","The Calzone Empire","3618 N Pennsylvania Ave  ","Oklahoma City","OK","73112","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.29","0.00","18.29","0.00","0.00","1.15","0.00","19.44","-2.74","-1.83","0.00","-0.74","-1.15","-5.00","7.98","20","1319","28","32","49","4","On-time",,
"Marketplace","073731226115343","2025-09-30","07:08:02 PM","Tuesday","7 PM","America/Los_Angeles","9819608","18300 Vanowen St","K's Slice of Cake","18300 Vanowen St  ","Los Angeles","CA","91335","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","27.96","0.00","27.96","0.00","0.00","1.38","0.00","29.34","-4.19","-2.80","0.00","-1.04","0.00","-5.00","16.31","15","14","10","12","25","0","On-time",,
"Marketplace","204731193503144","2025-09-28","06:52:19 PM","Sunday","6 PM","America/New_York","2391353",,"Famous Gyro Bar","244 W 14th St ","New York","NY","10011","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","37.77","0.00","37.77","0.00","0.00","2.91","0.00","40.68","-5.67","-3.78","0.00","-1.39","0.00","-5.00","24.84","35","18","11","22","24","0","Early",,
"Marketplace","507631149916851","2025-09-23","08:23:42 AM","Tuesday","8 AM","America/New_York","4837568","319 Rogers Ave","Olivia's Breakfast Cafe","319 Rogers Ave  ","Brooklyn","NY","11225","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.65","0.00","18.65","0.00","0.00","1.21","0.00","19.86","-2.05","-1.87","0.00","0.00","0.00","-5.00","10.94","31","24","20","24","47","0","Early",,
"Marketplace","245331161619697","2025-09-25","10:29:35 AM","Thursday","10 AM","America/New_York","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.08","0.00","16.08","0.00","0.00","0.98","0.00","17.06","-2.41","-1.61","0.00","-0.67","0.00","-5.00","7.37","20","5","8","9","12","0","Early",,
"Marketplace","557231131324770","2025-09-22","07:14:48 AM","Monday","7 AM","America/New_York","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","18.28","0.00","18.28","0.00","0.00","1.18","0.00","19.46","-2.74","-1.83","0.00","-0.74","0.00","-5.00","9.15","20","43","6","31","35","11","Late",,
