Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Customer delivery fee,Customer delivery fee tax,Bag fee,Bottle deposit fee,Bottle deposit fee tax,Staff tip,Courier tip,Commission,Commission tax,Payment processing fee,Alcohol flat fee,Tablet fee,Printer fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Error charges,Adjustments,Net total,Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,Customer fee tax remitted by DoorDash to tax authorities,Tax remitted by DoorDash on fees DoorDash charges to merchant,Payout ID,Payout status
124075,The Sandwich Cafe,1909205,The Sandwich Cafe (2841 E Anaheim St),NULL,2025-10-02,USD,Marketplace,26.47,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.28,26.47,0.00,0.00,0.00,518557737,PAID
124075,The Sandwich Cafe,1909205,The Sandwich Cafe (2841 E Anaheim St),NULL,2025-09-25,USD,Marketplace,160.72,16.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.11,0.00,0.00,0.00,0.00,0.00,-13.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.99,160.72,0.00,0.00,0.00,516804692,PAID
880375,Olivia's Breakfast Cafe,1973260,Olivia's Breakfast Cafe (226 Newark Ave),NULL,2025-09-25,USD,Marketplace,33.25,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.98,0.00,0.00,0.00,0.00,0.00,-3.99,-6.65,0.00,0.00,0.00,0.00,0.00,0.00,16.39,26.60,0.00,0.00,0.00,516920327,PAID
879127,Aldo's Wraps Spot,2077780,Aldo's Wraps Spot (589 1st Ave),NULL,2025-10-02,USD,Marketplace,42.64,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.07,0.00,0.00,0.00,0.00,0.00,-6.10,-2.41,0.00,0.00,0.00,0.00,0.00,0.00,25.63,40.23,0.00,0.00,0.00,518490892,PAID
884547,Princess Panini,2101672,Princess Panini (589 1st Ave),NULL,2025-10-02,USD,Marketplace,60.97,4.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.46,0.00,0.00,0.00,0.00,0.00,-2.97,-9.45,0.00,0.00,0.00,0.00,0.00,0.00,37.66,51.52,0.00,0.00,0.00,518486359,PAID
891048,Dangerous Ice Cream,2110247,Dangerous Ice Cream (867 FIllmore Street),NULL,2025-10-02,USD,Marketplace,131.21,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.93,0.00,0.00,0.00,0.00,0.00,-12.57,-24.78,0.00,0.00,0.00,0.00,0.00,0.00,71.11,106.43,0.00,0.00,0.00,518340147,PAID
894492,Flowers Bouquet Shop,2140050,Flowers Bouquet Shop (171 Bleecker St),NULL,2025-10-02,USD,Marketplace,5131.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1456.97,0.00,0.00,0.00,0.00,0.00,-52.47,-275.75,-50.00,0.00,50.00,0.00,-66.06,152.35,3432.80,4805.95,-426.60,0.00,0.00,518534175,PAID
894492,Flowers Bouquet Shop,2140050,Flowers Bouquet Shop (171 Bleecker St),NULL,2025-09-25,USD,Marketplace,6375.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1837.00,0.00,0.00,0.00,0.00,0.00,-47.27,-265.07,-111.00,0.00,111.00,0.00,-224.02,72.47,4075.10,5999.92,-532.51,0.00,0.00,516909493,PAID
884547,Princess Panini,2145951,Princess Panini (1741 1st Avenue),NULL,2025-10-02,USD,Marketplace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.56,33.56,0.00,0.00,0.00,0.00,518570699,PAID
884547,Princess Panini,2145951,Princess Panini (1741 1st Avenue),NULL,2025-09-25,USD,Marketplace,45.55,3.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.39,0.00,0.00,0.00,0.00,0.00,-3.99,-2.37,0.00,0.00,0.00,0.00,0.00,0.00,33.64,43.18,0.00,0.00,0.00,516542381,PAID
876963,Rooftop Sandwiches,2145966,Rooftop Sandwiches (169-03 Jamaica Ave),169-03,2025-10-02,USD,Marketplace,17.99,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,18.44,17.99,0.00,0.00,0.00,518708431,PAID
876963,Rooftop Sandwiches,2145966,Rooftop Sandwiches (169-03 Jamaica Ave),169-03,2025-09-25,USD,Marketplace,27.97,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.89,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,-1.99,0.00,1.99,0.00,-5.13,0.00,11.87,22.97,0.00,0.00,0.00,516860206,PAID
863183,The Sandwich Vibe,2162544,The Sandwich Vibe (1741 1st Avenue),1741,2025-10-02,USD,Marketplace,33.96,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.78,33.96,0.00,0.00,0.00,518551520,PAID
863183,The Sandwich Vibe,2162544,The Sandwich Vibe (1741 1st Avenue),1741,2025-09-25,USD,Marketplace,47.54,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.26,0.00,0.00,0.00,0.00,0.00,-6.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.64,47.54,0.00,0.00,0.00,516717466,PAID
393008,The Omelette Farm,2162874,The Omelette Farm (1741 1st Avenue),1741,2025-09-25,USD,Marketplace,30.56,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.26,0.00,0.00,0.00,0.00,0.00,-0.99,-3.00,-4.58,0.00,4.58,0.00,0.00,0.00,20.76,27.56,0.00,0.00,0.00,516731427,PAID
882513,Despicable Wraps,2230479,Despicable Wraps (1219 1st Avenue),NULL,2025-10-02,USD,Marketplace,24.77,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.95,0.00,0.00,0.00,0.00,0.00,-3.99,-4.95,0.00,0.00,0.00,0.00,0.00,0.00,11.64,19.82,0.00,0.00,0.00,518637804,PAID
882513,Despicable Wraps,2230479,Despicable Wraps (1219 1st Avenue),NULL,2025-09-25,USD,Marketplace,29.76,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.14,0.00,0.00,0.00,0.00,0.00,-3.99,-5.95,0.00,0.00,0.00,0.00,0.00,0.00,14.79,23.81,0.00,0.00,0.00,516619730,PAID
910561,Day N Night Pancakes,2269274,Day N Night Pancakes (Sullivan St),NULL,2025-10-02,USD,Marketplace,58.70,4.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.20,0.00,0.00,0.00,0.00,0.00,-2.97,-10.75,-2.00,0.00,2.00,0.00,-6.62,3.00,35.43,47.95,0.00,0.00,0.00,518561092,PAID
910561,Day N Night Pancakes,2269274,Day N Night Pancakes (Sullivan St),NULL,2025-09-25,USD,Marketplace,42.63,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.67,0.00,0.00,0.00,0.00,0.00,-12.03,-10.37,0.00,0.00,0.00,0.00,-3.00,13.56,23.99,32.26,0.00,0.00,0.00,516626081,PAID
854888,The Dessert Dream,2272718,The Dessert Dream (Hoover Rd),NULL,2025-10-02,USD,Marketplace,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.45,0.00,0.00,0.00,0.00,0.00,-0.99,-4.55,0.00,0.00,0.00,0.00,0.00,0.00,11.74,18.18,-1.09,0.00,0.00,518643283,PAID
393008,The Omelette Farm,2273066,The Omelette Farm (Sullivan St),NULL,2025-10-02,USD,Marketplace,76.77,5.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.16,0.00,0.00,0.00,0.00,0.00,-8.01,-9.61,0.00,0.00,0.00,0.00,0.00,0.00,44.96,67.16,0.00,0.00,0.00,518679102,PAID
393008,The Omelette Farm,2273066,The Omelette Farm (Sullivan St),NULL,2025-09-25,USD,Marketplace,9.28,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.32,9.28,0.00,0.00,0.00,516711413,PAID
908475,Suzanne's Sub Sandwiches,2339943,Suzanne's Sub Sandwiches (2nd Ave),NULL,2025-10-02,USD,Marketplace,123.00,10.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.80,0.00,0.00,0.00,0.00,0.00,-0.99,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,90.51,116.00,0.00,0.00,0.00,518620362,PAID
908475,Suzanne's Sub Sandwiches,2339943,Suzanne's Sub Sandwiches (2nd Ave),NULL,2025-09-25,USD,Marketplace,17.47,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.64,0.00,0.00,0.00,0.00,0.00,-0.99,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21,15.47,0.00,0.00,0.00,516851262,PAID
921994,Slapjack Pancakes,2355648,Slapjack Pancakes (E Houston St),NULL,2025-10-02,USD,Marketplace,37.98,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.29,0.00,0.00,0.00,0.00,0.00,-0.99,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,23.45,30.98,0.00,0.00,0.00,518426169,PAID
911657,Big Belly Paninis,2358047,Big Belly Paninis (Queens Plaza N),NULL,2025-10-02,USD,Marketplace,27.98,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.71,0.00,0.00,0.00,0.00,0.00,-0.99,-5.60,0.00,0.00,0.00,0.00,0.00,0.00,16.65,22.38,0.00,0.00,0.00,518545790,PAID
882517,Mia's Quesadillas,2359023,Mia's Quesadillas (Queens Plaza N),NULL,2025-10-02,USD,Marketplace,32.18,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.15,0.00,0.00,0.00,0.00,0.00,-9.64,-5.00,0.00,0.00,0.00,0.00,0.00,17.21,28.99,27.18,0.00,0.00,0.00,518408972,PAID
882517,Mia's Quesadillas,2359023,Mia's Quesadillas (Queens Plaza N),NULL,2025-09-25,USD,Marketplace,119.62,9.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.37,0.00,0.00,0.00,0.00,0.00,-9.67,-15.00,0.00,0.00,0.00,0.00,-17.21,0.00,55.58,104.62,0.00,0.00,0.00,516739856,PAID
909362,Toss N' Chop Salad Bar,2359110,Toss N' Chop Salad Bar (Queens Plaza N),NULL,2025-10-02,USD,Marketplace,20.28,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.87,0.00,0.00,0.00,0.00,0.00,0.00,-4.06,0.00,0.00,0.00,0.00,0.00,0.00,12.79,16.22,0.00,0.00,0.00,518526094,PAID
917371,Sip On Smoothie,2361507,Sip On Smoothie (Queens Plaza N),NULL,2025-10-02,USD,Marketplace,83.23,5.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.84,0.00,0.00,0.00,0.00,0.00,-22.62,-17.10,0.00,0.00,0.00,0.00,0.00,0.00,29.49,66.13,0.00,0.00,0.00,518354943,PAID
917371,Sip On Smoothie,2361507,Sip On Smoothie (Queens Plaza N),NULL,2025-09-25,USD,Marketplace,125.02,8.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.56,0.00,0.00,0.00,0.00,0.00,-12.01,-20.84,-4.34,0.00,4.34,0.00,0.00,0.00,70.59,101.84,0.00,0.00,0.00,516566621,PAID
281355,The Pasta Brothers,2400705,The Pasta Brothers (265 Bedford Ave),NULL,2025-10-02,USD,Marketplace,153.18,11.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-38.12,0.00,0.00,0.00,0.00,0.00,-13.95,-26.06,0.00,0.00,0.00,0.00,0.00,0.00,86.35,127.12,0.00,0.00,0.00,518456089,PAID
281355,The Pasta Brothers,2400705,The Pasta Brothers (265 Bedford Ave),NULL,2025-09-25,USD,Marketplace,131.51,10.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.36,0.00,0.00,0.00,0.00,0.00,-2.97,-16.99,-2.99,0.00,2.99,0.00,0.00,0.00,87.35,114.52,0.00,0.00,0.00,516828955,PAID
770453,Prime Burger Lounge,2405858,Prime Burger Lounge (Hoover Rd),NULL,2025-09-25,USD,Marketplace,81.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.89,0.00,0.00,0.00,0.00,0.00,-2.97,-15.48,0.00,0.00,0.00,0.00,0.00,0.00,43.44,66.30,-3.99,0.00,0.00,516643977,PAID
908591,Daybreak Breakfast Club,2422926,Daybreak Breakfast Club (Washington Blvd),NULL,2025-10-02,USD,Marketplace,15.57,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.17,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,5.00,13.51,10.57,0.00,0.00,0.00,518766238,PAID
216466,Halal Gyro Lab,2423067,Halal Gyro Lab (W 14th),NULL,2025-09-25,USD,Marketplace,26.25,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.30,0.00,0.00,0.00,0.00,0.00,0.00,-5.25,0.00,0.00,0.00,0.00,0.00,0.00,16.56,21.00,0.00,0.00,0.00,516949040,PAID
806739,Super Burrito Bar,2427743,Super Burrito Bar (Washington Blvd),NULL,2025-09-25,USD,Marketplace,32.68,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.71,0.00,0.00,0.00,0.00,0.00,-3.99,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,16.68,25.68,0.00,0.00,0.00,516579573,PAID
903309,Good Planet Vegan Burgers,2428371,Good Planet Vegan Burgers (Hillcrest Ave),NULL,2025-10-02,USD,Marketplace,68.97,5.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.59,-0.24,0.00,0.00,0.00,0.00,-0.99,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,47.26,61.97,0.00,0.00,0.00,518331117,PAID
903309,Good Planet Vegan Burgers,2428371,Good Planet Vegan Burgers (Hillcrest Ave),NULL,2025-09-25,USD,Marketplace,107.90,8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.38,-0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,107.90,0.00,0.00,0.00,516504097,PAID
705464,Milkshake And Dessert Bar,2428480,Milkshake And Dessert Bar (Hillcrest Ave),NULL,2025-10-02,USD,Marketplace,15.49,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.72,-0.05,0.00,0.00,0.00,0.00,-0.99,-3.10,0.00,0.00,0.00,0.00,0.00,0.00,8.65,12.39,0.00,0.00,0.00,518295122,PAID
705464,Milkshake And Dessert Bar,2428480,Milkshake And Dessert Bar (Hillcrest Ave),NULL,2025-09-25,USD,Marketplace,30.97,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.29,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.12,30.97,0.00,0.00,0.00,516960710,PAID
888357,The Burger Passion,2440058,The Burger Passion (Hillcrest Ave),NULL,2025-09-25,USD,Marketplace,79.42,5.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.82,-0.28,0.00,0.00,0.00,0.00,-1.98,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,52.07,69.42,0.00,0.00,0.00,516503859,PAID
908472,Top Notch Sandwiches,2455636,Top Notch Sandwiches (Smith Rd),NULL,2025-10-02,USD,Marketplace,22.38,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.61,0.00,6.94,22.38,0.00,0.00,0.00,518654281,PAID
879129,Carmen's Breakfast Burritos,2455971,Carmen's Breakfast Burritos (N Citrus Ave),NULL,2025-10-02,USD,Marketplace,33.56,3.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.31,0.00,0.00,0.00,0.00,0.00,-6.19,-2.52,0.00,0.00,0.00,0.00,0.00,0.00,18.80,31.04,0.00,0.00,0.00,518486555,PAID
879129,Carmen's Breakfast Burritos,2455971,Carmen's Breakfast Burritos (N Citrus Ave),NULL,2025-09-25,USD,Marketplace,16.78,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.42,0.00,13.42,0.00,0.00,0.00,13.51,16.78,0.00,0.00,0.00,516716793,PAID
910561,Day N Night Pancakes,2458848,Day N Night Pancakes (N Citrus Ave),NULL,2025-10-02,USD,Marketplace,30.78,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.81,0.00,0.00,0.00,0.00,0.00,-6.04,-8.08,0.00,0.00,0.00,0.00,0.00,0.00,12.23,22.70,0.00,0.00,0.00,518748928,PAID
910561,Day N Night Pancakes,2458848,Day N Night Pancakes (N Citrus Ave),NULL,2025-09-25,USD,Marketplace,72.02,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.29,0.00,0.00,0.00,0.00,0.00,-0.99,-11.06,0.00,0.00,0.00,0.00,0.00,0.00,48.08,60.96,0.00,0.00,0.00,516516384,PAID
909362,Toss N' Chop Salad Bar,2459220,Toss N' Chop Salad Bar (Smith Rd),NULL,2025-10-02,USD,Marketplace,39.13,2.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.44,0.00,0.00,0.00,0.00,0.00,-5.76,-4.33,0.00,0.00,0.00,0.00,0.00,0.00,21.51,34.80,0.00,0.00,0.00,518667548,PAID
909362,Toss N' Chop Salad Bar,2459220,Toss N' Chop Salad Bar (Smith Rd),NULL,2025-09-25,USD,Marketplace,34.25,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.27,0.00,0.00,0.00,0.00,0.00,-6.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.24,34.25,0.00,0.00,0.00,516588224,PAID
956535,Holy Grail Omelettes,2467401,Holy Grail Omelettes (N Citrus Ave),NULL,2025-10-02,USD,Marketplace,89.54,7.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.44,0.00,0.00,0.00,0.00,0.00,-2.97,-18.09,0.00,0.00,0.00,0.00,0.00,0.00,54.53,71.45,0.00,0.00,0.00,518347412,PAID
956535,Holy Grail Omelettes,2467401,Holy Grail Omelettes (N Citrus Ave),NULL,2025-09-25,USD,Marketplace,110.52,9.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.18,0.00,0.00,0.00,0.00,0.00,-3.96,-19.91,0.00,0.00,0.00,0.00,0.00,0.00,68.98,90.61,0.00,0.00,0.00,516572663,PAID
879128,Viva Vegan Sandwiches,2477395,Viva Vegan Sandwiches (30th St),NULL,2025-10-02,USD,Marketplace,351.18,13.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-93.45,0.00,0.00,0.00,0.00,0.00,-11.97,-23.89,-7.00,0.00,7.00,0.00,0.00,0.00,234.96,327.29,0.00,0.00,0.00,518337602,PAID
879128,Viva Vegan Sandwiches,2477395,Viva Vegan Sandwiches (30th St),NULL,2025-09-25,USD,Marketplace,605.59,21.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-163.05,0.00,0.00,0.00,0.00,0.00,-26.85,-62.04,-5.00,0.00,5.00,0.00,0.00,0.00,375.41,543.55,0.00,0.00,0.00,516714323,PAID
437175,Papa's Panini,2479531,Papa's Panini (30th St),NULL,2025-10-02,USD,Marketplace,61.55,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.13,0.00,0.00,0.00,0.00,0.00,-1.98,-12.32,0.00,0.00,0.00,0.00,0.00,0.00,37.09,49.23,0.00,0.00,0.00,518558088,PAID
437175,Papa's Panini,2479531,Papa's Panini (30th St),NULL,2025-09-25,USD,Marketplace,58.13,1.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.44,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,35.62,48.13,0.00,0.00,0.00,516602708,PAID
908656,Big Ease Smoothies,2487028,Big Ease Smoothies (30th St),NULL,2025-10-02,USD,Marketplace,280.93,9.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.02,0.00,0.00,0.00,0.00,0.00,-8.97,-54.13,-2.00,0.00,2.00,0.00,0.00,8.33,167.22,226.80,0.00,0.00,0.00,518590248,PAID
908656,Big Ease Smoothies,2487028,Big Ease Smoothies (30th St),NULL,2025-09-25,USD,Marketplace,324.02,11.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,-22.26,-44.00,0.00,0.00,0.00,0.00,-8.33,0.00,176.63,280.02,0.00,0.00,0.00,516957028,PAID
957819,Breakfast Sandwich Express,2487370,Breakfast Sandwich Express (30th St),NULL,2025-09-25,USD,Marketplace,7.69,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.69,7.69,0.00,0.00,0.00,516718748,PAID
370673,Stella's Pancake Bar,2548384,Stella's Pancake Bar (Broadway),NULL,2025-10-02,USD,Marketplace,39.86,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.76,0.00,0.00,0.00,0.00,0.00,-1.98,-7.34,0.00,0.00,0.00,0.00,-3.39,0.00,20.28,32.52,0.00,0.00,0.00,518567094,PAID
370673,Stella's Pancake Bar,2548384,Stella's Pancake Bar (Broadway),NULL,2025-09-25,USD,Marketplace,90.21,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.83,0.00,0.00,0.00,0.00,0.00,-1.98,-17.43,0.00,0.00,0.00,0.00,0.00,0.00,55.43,72.78,0.00,0.00,0.00,516975589,PAID
882513,Despicable Wraps,2548391,Despicable Wraps (Canal St),NULL,2025-10-02,USD,Marketplace,45.46,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.87,45.46,0.00,0.00,0.00,518570081,PAID
882513,Despicable Wraps,2548391,Despicable Wraps (Canal St),NULL,2025-09-25,USD,Marketplace,52.61,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.49,52.61,0.00,0.00,0.00,516883081,PAID
991906,Coffee Crema Snob,2566101,Coffee Crema Snob (Canal St),NULL,2025-09-25,USD,Marketplace,14.18,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.62,0.00,0.00,0.00,0.00,0.00,-0.99,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,8.51,12.05,0.00,0.00,0.00,516543725,PAID
995981,Avocado N Toast Snob,2589150,Avocado N Toast Snob (Broadway),NULL,2025-10-02,USD,Marketplace,12.58,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.93,12.58,0.00,0.00,0.00,518314337,PAID
995981,Avocado N Toast Snob,2589150,Avocado N Toast Snob (Broadway),NULL,2025-09-25,USD,Marketplace,15.38,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.61,0.00,0.00,0.00,0.00,0.00,-5.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.92,15.38,0.00,0.00,0.00,516558309,PAID
1010997,Grandpa's Omelette Crack,2605543,Grandpa's Omelette Crack (Broadway),NULL,2025-10-02,USD,Marketplace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.81,3.81,0.00,0.00,0.00,0.00,518487785,PAID
1010997,Grandpa's Omelette Crack,2605543,Grandpa's Omelette Crack (Broadway),NULL,2025-09-25,USD,Marketplace,52.40,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.81,0.00,39.22,52.40,0.00,0.00,0.00,516511129,PAID
1011001,Twin Peaks Burger,2605686,Twin Peaks Burger (Broadway),NULL,2025-10-02,USD,Marketplace,62.89,5.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.20,0.00,0.00,0.00,0.00,0.00,-12.38,-2.20,0.00,0.00,0.00,0.00,0.00,0.00,35.50,60.69,0.00,0.00,0.00,518474276,PAID
1011001,Twin Peaks Burger,2605686,Twin Peaks Burger (Broadway),NULL,2025-09-25,USD,Marketplace,99.22,7.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.63,0.00,0.00,0.00,0.00,0.00,-7.19,-17.13,0.00,0.00,0.00,0.00,-13.47,0.00,44.08,82.09,0.00,0.00,0.00,516914169,PAID
932186,Cheesin' with My Mac,2641432,Cheesin' with My Mac (Federal Rd),NULL,2025-10-02,USD,Marketplace,73.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.73,0.00,0.00,0.00,0.00,0.00,-5.97,-14.79,0.00,0.00,0.00,0.00,-5.12,0.00,30.32,59.14,-4.34,0.00,0.00,518711087,PAID
852992,The Calzone Empire,2705628,The Calzone Empire (Broad St),2705628,2025-10-02,USD,Marketplace,161.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.69,0.00,0.00,0.00,0.00,0.00,-10.93,-26.29,-4.00,0.00,4.00,0.00,0.00,0.00,84.07,131.69,-9.68,0.00,0.00,518337852,PAID
852992,The Calzone Empire,2705628,The Calzone Empire (Broad St),2705628,2025-09-25,USD,Marketplace,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.95,0.00,0.00,0.00,0.00,0.00,-0.99,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,8.24,13.18,-0.97,0.00,0.00,516753244,PAID
392318,Penny's Pancakes,2849774,Penny's Pancakes (Hillside Ave),2849774,2025-10-02,USD,Marketplace,310.88,10.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.26,0.00,0.00,0.00,0.00,0.00,-7.95,-56.60,0.00,0.00,0.00,0.00,0.00,0.00,180.26,254.28,0.00,0.00,0.00,518341660,PAID
392318,Penny's Pancakes,2849774,Penny's Pancakes (Hillside Ave),2849774,2025-09-25,USD,Marketplace,438.31,15.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-114.81,0.00,0.00,0.00,0.00,0.00,-10.25,-38.98,-9.19,0.00,9.19,0.00,0.00,0.00,290.25,399.33,0.00,0.00,0.00,516751508,PAID
391672,Fiesta Mexican Spot,2849804,Fiesta Mexican Spot (Hillside Ave),2849804,2025-10-02,USD,Marketplace,53.95,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.69,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,36.22,48.95,0.00,0.00,0.00,518501114,PAID
